Block,Species,Sex,Year,Quota
Hwange 1,Honey badger,Either,2000,
Hwange 1,Honey badger,Either,2001,
Hwange 1,Honey badger,Either,2002,
Hwange 1,Honey badger,Either,2003,
Hwange 1,Honey badger,Either,2004,
Hwange 1,Honey badger,Either,2005,
Hwange 1,Honey badger,Either,2006,2
Hwange 1,Honey badger,Either,2007,2
Hwange 1,Honey badger,Either,2008,2
Hwange 1,Honey badger,Either,2009,2
Hwange 1,Honey badger,Either,2010,2
Hwange 1,Honey badger,Either,2011,2
Hwange 1,Honey badger,Either,2012,2
Hwange 1,Honey badger,Either,2013,2
Hwange 1,Honey badger,Either,2014,2
Hwange 1,Honey badger,Either,2015,2
Hwange 1,Honey badger,Either,2016,2
Hwange 1,Honey badger,Either,2017,2
Hwange 1,Honey badger,Either,2018,2
Hwange 1,Impala,Female,2000,
Hwange 1,Impala,Female,2001,
Hwange 1,Impala,Female,2002,
Hwange 1,Impala,Female,2003,
Hwange 1,Impala,Female,2004,
Hwange 1,Impala,Female,2005,
Hwange 1,Impala,Female,2006,6
Hwange 1,Impala,Female,2007,6
Hwange 1,Impala,Female,2008,6
Hwange 1,Impala,Female,2009,6
Hwange 1,Impala,Female,2010,6
Hwange 1,Impala,Female,2011,6
Hwange 1,Impala,Female,2012,6
Hwange 1,Impala,Female,2013,6
Hwange 1,Impala,Female,2014,6
Hwange 1,Impala,Female,2015,6
Hwange 1,Impala,Female,2016,6
Hwange 1,Impala,Female,2017,6
Hwange 1,Impala,Female,2018,6
Hwange 1,Impala,Male,2000,
Hwange 1,Impala,Male,2001,
Hwange 1,Impala,Male,2002,
Hwange 1,Impala,Male,2003,
Hwange 1,Impala,Male,2004,
Hwange 1,Impala,Male,2005,
Hwange 1,Impala,Male,2006,8
Hwange 1,Impala,Male,2007,8
Hwange 1,Impala,Male,2008,8
Hwange 1,Impala,Male,2009,8
Hwange 1,Impala,Male,2010,8
Hwange 1,Impala,Male,2011,8
Hwange 1,Impala,Male,2012,8
Hwange 1,Impala,Male,2013,8
Hwange 1,Impala,Male,2014,8
Hwange 1,Impala,Male,2015,8
Hwange 1,Impala,Male,2016,8
Hwange 1,Impala,Male,2017,8
Hwange 1,Impala,Male,2018,8
Hwange 1,Jackal,Either,2000,
Hwange 1,Jackal,Either,2001,
Hwange 1,Jackal,Either,2002,
Hwange 1,Jackal,Either,2003,
Hwange 1,Jackal,Either,2004,
Hwange 1,Jackal,Either,2005,
Hwange 1,Jackal,Either,2006,5
Hwange 1,Jackal,Either,2007,5
Hwange 1,Jackal,Either,2008,5
Hwange 1,Jackal,Either,2009,5
Hwange 1,Jackal,Either,2010,5
Hwange 1,Jackal,Either,2011,5
Hwange 1,Jackal,Either,2012,5
Hwange 1,Jackal,Either,2013,5
Hwange 1,Jackal,Either,2014,5
Hwange 1,Jackal,Either,2015,5
Hwange 1,Jackal,Either,2016,5
Hwange 1,Jackal,Either,2017,5
Hwange 1,Jackal,Either,2018,5
Hwange 1,Klipspringer,Male,2000,
Hwange 1,Klipspringer,Male,2001,
Hwange 1,Klipspringer,Male,2002,
Hwange 1,Klipspringer,Male,2003,
Hwange 1,Klipspringer,Male,2004,
Hwange 1,Klipspringer,Male,2005,
Hwange 1,Klipspringer,Male,2006,5
Hwange 1,Klipspringer,Male,2007,5
Hwange 1,Klipspringer,Male,2008,5
Hwange 1,Klipspringer,Male,2009,5
Hwange 1,Klipspringer,Male,2010,5
Hwange 1,Klipspringer,Male,2011,5
Hwange 1,Klipspringer,Male,2012,5
Hwange 1,Klipspringer,Male,2013,5
Hwange 1,Klipspringer,Male,2014,5
Hwange 1,Klipspringer,Male,2015,5
Hwange 1,Klipspringer,Male,2016,5
Hwange 1,Klipspringer,Male,2017,5
Hwange 1,Klipspringer,Male,2018,5
Hwange 1,Kudu,Female,2000,
Hwange 1,Kudu,Female,2001,
Hwange 1,Kudu,Female,2002,
Hwange 1,Kudu,Female,2003,
Hwange 1,Kudu,Female,2004,
Hwange 1,Kudu,Female,2005,
Hwange 1,Kudu,Female,2006,2
Hwange 1,Kudu,Female,2007,0
Hwange 1,Kudu,Female,2008,0
Hwange 1,Kudu,Female,2009,0
Hwange 1,Kudu,Female,2010,0
Hwange 1,Kudu,Female,2011,0
Hwange 1,Kudu,Female,2012,0
Hwange 1,Kudu,Female,2013,0
Hwange 1,Kudu,Female,2014,0
Hwange 1,Kudu,Female,2015,0
Hwange 1,Kudu,Female,2016,0
Hwange 1,Kudu,Female,2017,0
Hwange 1,Kudu,Female,2018,0
Hwange 1,Kudu,Male,2000,
Hwange 1,Kudu,Male,2001,
Hwange 1,Kudu,Male,2002,
Hwange 1,Kudu,Male,2003,
Hwange 1,Kudu,Male,2004,
Hwange 1,Kudu,Male,2005,
Hwange 1,Kudu,Male,2006,4
Hwange 1,Kudu,Male,2007,4
Hwange 1,Kudu,Male,2008,4
Hwange 1,Kudu,Male,2009,4
Hwange 1,Kudu,Male,2010,4
Hwange 1,Kudu,Male,2011,4
Hwange 1,Kudu,Male,2012,4
Hwange 1,Kudu,Male,2013,4
Hwange 1,Kudu,Male,2014,4
Hwange 1,Kudu,Male,2015,4
Hwange 1,Kudu,Male,2016,4
Hwange 1,Kudu,Male,2017,4
Hwange 1,Kudu,Male,2018,4
Hwange 1,Leopard,Male,2000,
Hwange 1,Leopard,Male,2001,
Hwange 1,Leopard,Male,2002,
Hwange 1,Leopard,Male,2003,
Hwange 1,Leopard,Male,2004,
Hwange 1,Leopard,Male,2005,
Hwange 1,Leopard,Male,2006,3
Hwange 1,Leopard,Male,2007,3
Hwange 1,Leopard,Male,2008,3
Hwange 1,Leopard,Male,2009,3
Hwange 1,Leopard,Male,2010,3
Hwange 1,Leopard,Male,2011,3
Hwange 1,Leopard,Male,2012,3
Hwange 1,Leopard,Male,2013,3
Hwange 1,Leopard,Male,2014,3
Hwange 1,Leopard,Male,2015,3
Hwange 1,Leopard,Male,2016,2
Hwange 1,Leopard,Male,2017,2
Hwange 1,Leopard,Male,2018,2
Hwange 1,Lion,Male,2000,
Hwange 1,Lion,Male,2001,
Hwange 1,Lion,Male,2002,
Hwange 1,Lion,Male,2003,
Hwange 1,Lion,Male,2004,
Hwange 1,Lion,Male,2005,
Hwange 1,Lion,Male,2006,0
Hwange 1,Lion,Male,2007,0
Hwange 1,Lion,Male,2008,0
Hwange 1,Lion,Male,2009,0
Hwange 1,Lion,Male,2010,0
Hwange 1,Lion,Male,2011,0
Hwange 1,Lion,Male,2012,0
Hwange 1,Lion,Male,2013,1
Hwange 1,Lion,Male,2014,1
Hwange 1,Lion,Male,2015,1
Hwange 1,Lion,Male,2016,1
Hwange 1,Lion,Male,2017,1
Hwange 1,Lion,Male,2018,1
Hwange 1,Nyala,Male,2000,
Hwange 1,Nyala,Male,2001,
Hwange 1,Nyala,Male,2002,
Hwange 1,Nyala,Male,2003,
Hwange 1,Nyala,Male,2004,
Hwange 1,Nyala,Male,2005,
Hwange 1,Nyala,Male,2006,0
Hwange 1,Nyala,Male,2007,0
Hwange 1,Nyala,Male,2008,0
Hwange 1,Nyala,Male,2009,0
Hwange 1,Nyala,Male,2010,0
Hwange 1,Nyala,Male,2011,0
Hwange 1,Nyala,Male,2012,0
Hwange 1,Nyala,Male,2013,0
Hwange 1,Nyala,Male,2014,0
Hwange 1,Nyala,Male,2015,0
Hwange 1,Nyala,Male,2016,0
Hwange 1,Nyala,Male,2017,0
Hwange 1,Nyala,Male,2018,0
Hwange 1,Pigeons/Doves,Either,2000,
Hwange 1,Pigeons/Doves,Either,2001,
Hwange 1,Pigeons/Doves,Either,2002,
Hwange 1,Pigeons/Doves,Either,2003,
Hwange 1,Pigeons/Doves,Either,2004,
Hwange 1,Pigeons/Doves,Either,2005,
Hwange 1,Pigeons/Doves,Either,2006,1000
Hwange 1,Pigeons/Doves,Either,2007,1000
Hwange 1,Pigeons/Doves,Either,2008,1000
Hwange 1,Pigeons/Doves,Either,2009,1000
Hwange 1,Pigeons/Doves,Either,2010,1000
Hwange 1,Pigeons/Doves,Either,2011,1000
Hwange 1,Pigeons/Doves,Either,2012,1000
Hwange 1,Pigeons/Doves,Either,2013,1000
Hwange 1,Pigeons/Doves,Either,2014,1000
Hwange 1,Pigeons/Doves,Either,2015,1000
Hwange 1,Pigeons/Doves,Either,2016,1000
Hwange 1,Pigeons/Doves,Either,2017,1000
Hwange 1,Pigeons/Doves,Either,2018,1000
Hwange 1,Porcupine,Either,2000,
Hwange 1,Porcupine,Either,2001,
Hwange 1,Porcupine,Either,2002,
Hwange 1,Porcupine,Either,2003,
Hwange 1,Porcupine,Either,2004,
Hwange 1,Porcupine,Either,2005,
Hwange 1,Porcupine,Either,2006,2
Hwange 1,Porcupine,Either,2007,2
Hwange 1,Porcupine,Either,2008,2
Hwange 1,Porcupine,Either,2009,2
Hwange 1,Porcupine,Either,2010,2
Hwange 1,Porcupine,Either,2011,2
Hwange 1,Porcupine,Either,2012,2
Hwange 1,Porcupine,Either,2013,2
Hwange 1,Porcupine,Either,2014,2
Hwange 1,Porcupine,Either,2015,2
Hwange 1,Porcupine,Either,2016,2
Hwange 1,Porcupine,Either,2017,2
Hwange 1,Porcupine,Either,2018,2
Hwange 1,Reedbuck,Male,2000,
Hwange 1,Reedbuck,Male,2001,
Hwange 1,Reedbuck,Male,2002,
Hwange 1,Reedbuck,Male,2003,
Hwange 1,Reedbuck,Male,2004,
Hwange 1,Reedbuck,Male,2005,
Hwange 1,Reedbuck,Male,2006,1
Hwange 1,Reedbuck,Male,2007,1
Hwange 1,Reedbuck,Male,2008,1
Hwange 1,Reedbuck,Male,2009,1
Hwange 1,Reedbuck,Male,2010,1
Hwange 1,Reedbuck,Male,2011,1
Hwange 1,Reedbuck,Male,2012,1
Hwange 1,Reedbuck,Male,2013,1
Hwange 1,Reedbuck,Male,2014,1
Hwange 1,Reedbuck,Male,2015,1
Hwange 1,Reedbuck,Male,2016,1
Hwange 1,Reedbuck,Male,2017,1
Hwange 1,Reedbuck,Male,2018,1
Hwange 1,Sable,Male,2000,
Hwange 1,Sable,Male,2001,
Hwange 1,Sable,Male,2002,
Hwange 1,Sable,Male,2003,
Hwange 1,Sable,Male,2004,
Hwange 1,Sable,Male,2005,
Hwange 1,Sable,Male,2006,2
Hwange 1,Sable,Male,2007,2
Hwange 1,Sable,Male,2008,2
Hwange 1,Sable,Male,2009,2
Hwange 1,Sable,Male,2010,2
Hwange 1,Sable,Male,2011,2
Hwange 1,Sable,Male,2012,2
Hwange 1,Sable,Male,2013,2
Hwange 1,Sable,Male,2014,2
Hwange 1,Sable,Male,2015,2
Hwange 1,Sable,Male,2016,2
Hwange 1,Sable,Male,2017,2
Hwange 1,Sable,Male,2018,2
Hwange 1,Sandgrouse,Either,2000,
Hwange 1,Sandgrouse,Either,2001,
Hwange 1,Sandgrouse,Either,2002,
Hwange 1,Sandgrouse,Either,2003,
Hwange 1,Sandgrouse,Either,2004,
Hwange 1,Sandgrouse,Either,2005,
Hwange 1,Sandgrouse,Either,2006,100
Hwange 1,Sandgrouse,Either,2007,100
Hwange 1,Sandgrouse,Either,2008,100
Hwange 1,Sandgrouse,Either,2009,100
Hwange 1,Sandgrouse,Either,2010,100
Hwange 1,Sandgrouse,Either,2011,100
Hwange 1,Sandgrouse,Either,2012,100
Hwange 1,Sandgrouse,Either,2013,100
Hwange 1,Sandgrouse,Either,2014,100
Hwange 1,Sandgrouse,Either,2015,100
Hwange 1,Sandgrouse,Either,2016,100
Hwange 1,Sandgrouse,Either,2017,100
Hwange 1,Sandgrouse,Either,2018,100
Hwange 1,Spotted hyaena,Either,2000,
Hwange 1,Spotted hyaena,Either,2001,
Hwange 1,Spotted hyaena,Either,2002,
Hwange 1,Spotted hyaena,Either,2003,
Hwange 1,Spotted hyaena,Either,2004,
Hwange 1,Spotted hyaena,Either,2005,
Hwange 1,Spotted hyaena,Either,2006,5
Hwange 1,Spotted hyaena,Either,2007,5
Hwange 1,Spotted hyaena,Either,2008,5
Hwange 1,Spotted hyaena,Either,2009,5
Hwange 1,Spotted hyaena,Either,2010,5
Hwange 1,Spotted hyaena,Either,2011,5
Hwange 1,Spotted hyaena,Either,2012,5
Hwange 1,Spotted hyaena,Either,2013,5
Hwange 1,Spotted hyaena,Either,2014,5
Hwange 1,Spotted hyaena,Either,2015,5
Hwange 1,Spotted hyaena,Either,2016,5
Hwange 1,Spotted hyaena,Either,2017,5
Hwange 1,Spotted hyaena,Either,2018,5
Hwange 1,Springhare,Either,2000,
Hwange 1,Springhare,Either,2001,
Hwange 1,Springhare,Either,2002,
Hwange 1,Springhare,Either,2003,
Hwange 1,Springhare,Either,2004,
Hwange 1,Springhare,Either,2005,
Hwange 1,Springhare,Either,2006,25
Hwange 1,Springhare,Either,2007,25
Hwange 1,Springhare,Either,2008,25
Hwange 1,Springhare,Either,2009,25
Hwange 1,Springhare,Either,2010,25
Hwange 1,Springhare,Either,2011,25
Hwange 1,Springhare,Either,2012,25
Hwange 1,Springhare,Either,2013,25
Hwange 1,Springhare,Either,2014,25
Hwange 1,Springhare,Either,2015,25
Hwange 1,Springhare,Either,2016,25
Hwange 1,Springhare,Either,2017,25
Hwange 1,Springhare,Either,2018,25
Hwange 1,Steenbok,Male,2000,
Hwange 1,Steenbok,Male,2001,
Hwange 1,Steenbok,Male,2002,
Hwange 1,Steenbok,Male,2003,
Hwange 1,Steenbok,Male,2004,
Hwange 1,Steenbok,Male,2005,
Hwange 1,Steenbok,Male,2006,2
Hwange 1,Steenbok,Male,2007,2
Hwange 1,Steenbok,Male,2008,2
Hwange 1,Steenbok,Male,2009,2
Hwange 1,Steenbok,Male,2010,2
Hwange 1,Steenbok,Male,2011,2
Hwange 1,Steenbok,Male,2012,2
Hwange 1,Steenbok,Male,2013,2
Hwange 1,Steenbok,Male,2014,2
Hwange 1,Steenbok,Male,2015,2
Hwange 1,Steenbok,Male,2016,2
Hwange 1,Steenbok,Male,2017,2
Hwange 1,Steenbok,Male,2018,2
Hwange 1,Suni,Male,2000,
Hwange 1,Suni,Male,2001,
Hwange 1,Suni,Male,2002,
Hwange 1,Suni,Male,2003,
Hwange 1,Suni,Male,2004,
Hwange 1,Suni,Male,2005,
Hwange 1,Suni,Male,2006,0
Hwange 1,Suni,Male,2007,0
Hwange 1,Suni,Male,2008,0
Hwange 1,Suni,Male,2009,0
Hwange 1,Suni,Male,2010,0
Hwange 1,Suni,Male,2011,0
Hwange 1,Suni,Male,2012,0
Hwange 1,Suni,Male,2013,0
Hwange 1,Suni,Male,2014,0
Hwange 1,Suni,Male,2015,0
Hwange 1,Suni,Male,2016,0
Hwange 1,Suni,Male,2017,0
Hwange 1,Suni,Male,2018,0
Hwange 1,Vervet Monkey,Male,2000,
Hwange 1,Vervet Monkey,Male,2001,
Hwange 1,Vervet Monkey,Male,2002,
Hwange 1,Vervet Monkey,Male,2003,
Hwange 1,Vervet Monkey,Male,2004,
Hwange 1,Vervet Monkey,Male,2005,
Hwange 1,Vervet Monkey,Male,2006,10
Hwange 1,Vervet Monkey,Male,2007,10
Hwange 1,Vervet Monkey,Male,2008,10
Hwange 1,Vervet Monkey,Male,2009,10
Hwange 1,Vervet Monkey,Male,2010,10
Hwange 1,Vervet Monkey,Male,2011,10
Hwange 1,Vervet Monkey,Male,2012,10
Hwange 1,Vervet Monkey,Male,2013,10
Hwange 1,Vervet Monkey,Male,2014,10
Hwange 1,Vervet Monkey,Male,2015,10
Hwange 1,Vervet Monkey,Male,2016,10
Hwange 1,Vervet Monkey,Male,2017,10
Hwange 1,Vervet Monkey,Male,2018,10
Hwange 1,Warthog,Male,2000,
Hwange 1,Warthog,Male,2001,
Hwange 1,Warthog,Male,2002,
Hwange 1,Warthog,Male,2003,
Hwange 1,Warthog,Male,2004,
Hwange 1,Warthog,Male,2005,
Hwange 1,Warthog,Male,2006,4
Hwange 1,Warthog,Male,2007,4
Hwange 1,Warthog,Male,2008,4
Hwange 1,Warthog,Male,2009,4
Hwange 1,Warthog,Male,2010,4
Hwange 1,Warthog,Male,2011,4
Hwange 1,Warthog,Male,2012,4
Hwange 1,Warthog,Male,2013,4
Hwange 1,Warthog,Male,2014,4
Hwange 1,Warthog,Male,2015,4
Hwange 1,Warthog,Male,2016,4
Hwange 1,Warthog,Male,2017,4
Hwange 1,Warthog,Male,2018,3
Hwange 1,Waterbuck,Female,2000,
Hwange 1,Waterbuck,Female,2001,
Hwange 1,Waterbuck,Female,2002,
Hwange 1,Waterbuck,Female,2003,
Hwange 1,Waterbuck,Female,2004,
Hwange 1,Waterbuck,Female,2005,
Hwange 1,Waterbuck,Female,2006,0
Hwange 1,Waterbuck,Female,2007,0
Hwange 1,Waterbuck,Female,2008,0
Hwange 1,Waterbuck,Female,2009,0
Hwange 1,Waterbuck,Female,2010,0
Hwange 1,Waterbuck,Female,2011,0
Hwange 1,Waterbuck,Female,2012,0
Hwange 1,Waterbuck,Female,2013,0
Hwange 1,Waterbuck,Female,2014,0
Hwange 1,Waterbuck,Female,2015,0
Hwange 1,Waterbuck,Female,2016,0
Hwange 1,Waterbuck,Female,2017,0
Hwange 1,Waterbuck,Female,2018,0
Hwange 1,Waterbuck,Male,2000,
Hwange 1,Waterbuck,Male,2001,
Hwange 1,Waterbuck,Male,2002,
Hwange 1,Waterbuck,Male,2003,
Hwange 1,Waterbuck,Male,2004,
Hwange 1,Waterbuck,Male,2005,
Hwange 1,Waterbuck,Male,2006,2
Hwange 1,Waterbuck,Male,2007,2
Hwange 1,Waterbuck,Male,2008,2
Hwange 1,Waterbuck,Male,2009,2
Hwange 1,Waterbuck,Male,2010,2
Hwange 1,Waterbuck,Male,2011,2
Hwange 1,Waterbuck,Male,2012,2
Hwange 1,Waterbuck,Male,2013,2
Hwange 1,Waterbuck,Male,2014,2
Hwange 1,Waterbuck,Male,2015,2
Hwange 1,Waterbuck,Male,2016,2
Hwange 1,Waterbuck,Male,2017,2
Hwange 1,Waterbuck,Male,2018,2
Hwange 1,Wildcat,Either,2000,
Hwange 1,Wildcat,Either,2001,
Hwange 1,Wildcat,Either,2002,
Hwange 1,Wildcat,Either,2003,
Hwange 1,Wildcat,Either,2004,
Hwange 1,Wildcat,Either,2005,
Hwange 1,Wildcat,Either,2006,2
Hwange 1,Wildcat,Either,2007,2
Hwange 1,Wildcat,Either,2008,2
Hwange 1,Wildcat,Either,2009,2
Hwange 1,Wildcat,Either,2010,2
Hwange 1,Wildcat,Either,2011,2
Hwange 1,Wildcat,Either,2012,2
Hwange 1,Wildcat,Either,2013,2
Hwange 1,Wildcat,Either,2014,2
Hwange 1,Wildcat,Either,2015,2
Hwange 1,Wildcat,Either,2016,2
Hwange 1,Wildcat,Either,2017,2
Hwange 1,Wildcat,Either,2018,2
Hwange 1,Wildebeest,Male,2000,
Hwange 1,Wildebeest,Male,2001,
Hwange 1,Wildebeest,Male,2002,
Hwange 1,Wildebeest,Male,2003,
Hwange 1,Wildebeest,Male,2004,
Hwange 1,Wildebeest,Male,2005,
Hwange 1,Wildebeest,Male,2006,0
Hwange 1,Wildebeest,Male,2007,0
Hwange 1,Wildebeest,Male,2008,0
Hwange 1,Wildebeest,Male,2009,0
Hwange 1,Wildebeest,Male,2010,0
Hwange 1,Wildebeest,Male,2011,0
Hwange 1,Wildebeest,Male,2012,0
Hwange 1,Wildebeest,Male,2013,0
Hwange 1,Wildebeest,Male,2014,0
Hwange 1,Wildebeest,Male,2015,0
Hwange 1,Wildebeest,Male,2016,0
Hwange 1,Wildebeest,Male,2017,0
Hwange 1,Wildebeest,Male,2018,0
Hwange 1,Zebra,Either,2000,
Hwange 1,Zebra,Either,2001,
Hwange 1,Zebra,Either,2002,
Hwange 1,Zebra,Either,2003,
Hwange 1,Zebra,Either,2004,
Hwange 1,Zebra,Either,2005,
Hwange 1,Zebra,Either,2006,1
Hwange 1,Zebra,Either,2007,1
Hwange 1,Zebra,Either,2008,1
Hwange 1,Zebra,Either,2009,1
Hwange 1,Zebra,Either,2010,1
Hwange 1,Zebra,Either,2011,1
Hwange 1,Zebra,Either,2012,1
Hwange 1,Zebra,Either,2013,1
Hwange 1,Zebra,Either,2014,1
Hwange 1,Zebra,Either,2015,1
Hwange 1,Zebra,Either,2016,1
Hwange 1,Zebra,Either,2017,1
Hwange 1,Zebra,Either,2018,1
Hwange 2,Baboon,Either,2000,
Hwange 2,Baboon,Either,2001,
Hwange 2,Baboon,Either,2002,
Hwange 2,Baboon,Either,2003,
Hwange 2,Baboon,Either,2004,
Hwange 2,Baboon,Either,2005,
Hwange 2,Baboon,Either,2006,10
Hwange 2,Baboon,Either,2007,10
Hwange 2,Baboon,Either,2008,10
Hwange 2,Baboon,Either,2009,10
Hwange 2,Baboon,Either,2010,10
Hwange 2,Baboon,Either,2011,10
Hwange 2,Baboon,Either,2012,10
Hwange 2,Baboon,Either,2013,10
Hwange 2,Baboon,Either,2014,10
Hwange 2,Baboon,Either,2015,10
Hwange 2,Baboon,Either,2016,10
Hwange 2,Baboon,Either,2017,10
Hwange 2,Baboon,Either,2018,10
Hwange 2,Buffalo,Female,2000,
Hwange 2,Buffalo,Female,2001,
Hwange 2,Buffalo,Female,2002,
Hwange 2,Buffalo,Female,2003,
Hwange 2,Buffalo,Female,2004,
Hwange 2,Buffalo,Female,2005,
Hwange 2,Buffalo,Female,2006,1
Hwange 2,Buffalo,Female,2007,0
Hwange 2,Buffalo,Female,2008,0
Hwange 2,Buffalo,Female,2009,0
Hwange 2,Buffalo,Female,2010,0
Hwange 2,Buffalo,Female,2011,0
Hwange 2,Buffalo,Female,2012,0
Hwange 2,Buffalo,Female,2013,0
Hwange 2,Buffalo,Female,2014,0
Hwange 2,Buffalo,Female,2015,0
Hwange 2,Buffalo,Female,2016,0
Hwange 2,Buffalo,Female,2017,0
Hwange 2,Buffalo,Female,2018,0
Hwange 2,Buffalo,Male,2000,
Hwange 2,Buffalo,Male,2001,
Hwange 2,Buffalo,Male,2002,
Hwange 2,Buffalo,Male,2003,
Hwange 2,Buffalo,Male,2004,
Hwange 2,Buffalo,Male,2005,
Hwange 2,Buffalo,Male,2006,2
Hwange 2,Buffalo,Male,2007,3
Hwange 2,Buffalo,Male,2008,3
Hwange 2,Buffalo,Male,2009,3
Hwange 2,Buffalo,Male,2010,3
Hwange 2,Buffalo,Male,2011,3
Hwange 2,Buffalo,Male,2012,3
Hwange 2,Buffalo,Male,2013,3
Hwange 2,Buffalo,Male,2014,3
Hwange 2,Buffalo,Male,2015,3
Hwange 2,Buffalo,Male,2016,3
Hwange 2,Buffalo,Male,2017,3
Hwange 2,Buffalo,Male,2018,3
Hwange 2,Bushbuck,Male,2000,
Hwange 2,Bushbuck,Male,2001,
Hwange 2,Bushbuck,Male,2002,
Hwange 2,Bushbuck,Male,2003,
Hwange 2,Bushbuck,Male,2004,
Hwange 2,Bushbuck,Male,2005,
Hwange 2,Bushbuck,Male,2006,3
Hwange 2,Bushbuck,Male,2007,3
Hwange 2,Bushbuck,Male,2008,3
Hwange 2,Bushbuck,Male,2009,3
Hwange 2,Bushbuck,Male,2010,3
Hwange 2,Bushbuck,Male,2011,3
Hwange 2,Bushbuck,Male,2012,3
Hwange 2,Bushbuck,Male,2013,3
Hwange 2,Bushbuck,Male,2014,3
Hwange 2,Bushbuck,Male,2015,3
Hwange 2,Bushbuck,Male,2016,3
Hwange 2,Bushbuck,Male,2017,3
Hwange 2,Bushbuck,Male,2018,3
Hwange 2,Bushpig,Either,2000,
Hwange 2,Bushpig,Either,2001,
Hwange 2,Bushpig,Either,2002,
Hwange 2,Bushpig,Either,2003,
Hwange 2,Bushpig,Either,2004,
Hwange 2,Bushpig,Either,2005,
Hwange 2,Bushpig,Either,2006,4
Hwange 2,Bushpig,Either,2007,4
Hwange 2,Bushpig,Either,2008,4
Hwange 2,Bushpig,Either,2009,4
Hwange 2,Bushpig,Either,2010,4
Hwange 2,Bushpig,Either,2011,4
Hwange 2,Bushpig,Either,2012,4
Hwange 2,Bushpig,Either,2013,4
Hwange 2,Bushpig,Either,2014,4
Hwange 2,Bushpig,Either,2015,4
Hwange 2,Bushpig,Either,2016,4
Hwange 2,Bushpig,Either,2017,4
Hwange 2,Bushpig,Either,2018,4
Hwange 2,Civet,Either,2000,
Hwange 2,Civet,Either,2001,
Hwange 2,Civet,Either,2002,
Hwange 2,Civet,Either,2003,
Hwange 2,Civet,Either,2004,
Hwange 2,Civet,Either,2005,
Hwange 2,Civet,Either,2006,1
Hwange 2,Civet,Either,2007,1
Hwange 2,Civet,Either,2008,1
Hwange 2,Civet,Either,2009,1
Hwange 2,Civet,Either,2010,1
Hwange 2,Civet,Either,2011,1
Hwange 2,Civet,Either,2012,1
Hwange 2,Civet,Either,2013,1
Hwange 2,Civet,Either,2014,1
Hwange 2,Civet,Either,2015,1
Hwange 2,Civet,Either,2016,1
Hwange 2,Civet,Either,2017,1
Hwange 2,Civet,Either,2018,1
Hwange 2,Crocodile,Male,2000,
Hwange 2,Crocodile,Male,2001,
Hwange 2,Crocodile,Male,2002,
Hwange 2,Crocodile,Male,2003,
Hwange 2,Crocodile,Male,2004,
Hwange 2,Crocodile,Male,2005,
Hwange 2,Crocodile,Male,2006,0
Hwange 2,Crocodile,Male,2007,0
Hwange 2,Crocodile,Male,2008,0
Hwange 2,Crocodile,Male,2009,0
Hwange 2,Crocodile,Male,2010,0
Hwange 2,Crocodile,Male,2011,0
Hwange 2,Crocodile,Male,2012,0
Hwange 2,Crocodile,Male,2013,0
Hwange 2,Crocodile,Male,2014,0
Hwange 2,Crocodile,Male,2015,0
Hwange 2,Crocodile,Male,2016,0
Hwange 2,Crocodile,Male,2017,0
Hwange 2,Crocodile,Male,2018,0
Hwange 2,Ducks/Geese,Either,2000,
Hwange 2,Ducks/Geese,Either,2001,
Hwange 2,Ducks/Geese,Either,2002,
Hwange 2,Ducks/Geese,Either,2003,
Hwange 2,Ducks/Geese,Either,2004,
Hwange 2,Ducks/Geese,Either,2005,
Hwange 2,Ducks/Geese,Either,2006,0
Hwange 2,Ducks/Geese,Either,2007,10
Hwange 2,Ducks/Geese,Either,2008,10
Hwange 2,Ducks/Geese,Either,2009,10
Hwange 2,Ducks/Geese,Either,2010,10
Hwange 2,Ducks/Geese,Either,2011,10
Hwange 2,Ducks/Geese,Either,2012,10
Hwange 2,Ducks/Geese,Either,2013,10
Hwange 2,Ducks/Geese,Either,2014,10
Hwange 2,Ducks/Geese,Either,2015,10
Hwange 2,Ducks/Geese,Either,2016,10
Hwange 2,Ducks/Geese,Either,2017,10
Hwange 2,Ducks/Geese,Either,2018,10
Hwange 2,Duiker,Either,2000,
Hwange 2,Duiker,Either,2001,
Hwange 2,Duiker,Either,2002,
Hwange 2,Duiker,Either,2003,
Hwange 2,Duiker,Either,2004,
Hwange 2,Duiker,Either,2005,
Hwange 2,Duiker,Either,2006,2
