"","Species","Block","Sex","Year","Quota","Adult.Body.Mass.Kg","quota_weight"
"401","Buffalo","Ngamo & Sikumi","Female",2007,8,646.33299,5170.66392
"402","Buffalo","Matetsi 5","Male",2000,NA,646.33299,NA
"403","Buffalo","Ngamo & Sikumi","Male",2008,20,646.33299,12926.6598
"404","Buffalo","Ngamo & Sikumi","Female",2011,8,646.33299,5170.66392
"405","Buffalo","Matetsi 3","Female",2013,0,646.33299,0
"406","Buffalo","Hwange 2","Male",2009,3,646.33299,1938.99897
"407","Buffalo","Ngamo & Sikumi","Male",2011,20,646.33299,12926.6598
"408","Buffalo","Matetsi 3","Female",2007,5,646.33299,3231.66495
"409","Buffalo","Deka Pool","Female",2008,0,646.33299,0
"410","Buffalo","Matetsi 3","Female",2008,5,646.33299,3231.66495
"411","Buffalo","Matetsi 4","Male",2013,12,646.33299,7755.99588
"412","Buffalo","Matetsi 5","Female",2016,0,646.33299,0
"413","Buffalo","Kazuma","Female",2009,3,646.33299,1938.99897
"414","Buffalo","Hwange 1","Male",2015,4,646.33299,2585.33196
"415","Buffalo","Hwange 1","Male",2014,4,646.33299,2585.33196
"416","Buffalo","Hwange 1","Male",2016,4,646.33299,2585.33196
"417","Buffalo","Deka Pool","Female",2015,0,646.33299,0
"418","Buffalo","Matetsi 5","Male",2002,NA,646.33299,NA
"419","Buffalo","Hwange 2","Male",2008,3,646.33299,1938.99897
"420","Buffalo","Hwange 1","Female",2012,0,646.33299,0
"421","Buffalo","Hwange 1","Female",2014,0,646.33299,0
"422","Buffalo","Kazuma","Female",2008,3,646.33299,1938.99897
"423","Buffalo","Ngamo & Sikumi","Female",2001,4,646.33299,2585.33196
"424","Buffalo","Ngamo & Sikumi","Female",2002,4,646.33299,2585.33196
"425","Buffalo","Ngamo & Sikumi","Male",2002,15,646.33299,9694.99485
"426","Buffalo","Matetsi 2","Male",2015,14,646.33299,9048.66186
"427","Buffalo","Kazuma","Male",2013,16,646.33299,10341.32784
"428","Buffalo","Kazuma","Male",2014,16,646.33299,10341.32784
"429","Buffalo","Kazuma","Male",2017,15,646.33299,9694.99485
"430","Buffalo","Matetsi 5","Male",2001,NA,646.33299,NA
"431","Buffalo","Matetsi 3","Female",2012,0,646.33299,0
"432","Buffalo","Matetsi 4","Female",2012,0,646.33299,0
"433","Buffalo","Fuller","Female",2006,2,646.33299,1292.66598
"434","Buffalo","Matetsi 5","Male",2005,NA,646.33299,NA
"435","Buffalo","Kazuma","Female",2017,0,646.33299,0
"436","Buffalo","Kazuma","Female",2018,0,646.33299,0
"437","Buffalo","Matetsi 3","Female",2006,NA,646.33299,NA
"438","Buffalo","Fuller","Female",2004,2,646.33299,1292.66598
"439","Buffalo","Fuller","Female",2002,2,646.33299,1292.66598
"440","Buffalo","Kazuma","Male",2012,16,646.33299,10341.32784
"441","Buffalo","Deka Pool","Female",2009,0,646.33299,0
"442","Buffalo","Deka Pool","Female",2012,0,646.33299,0
"443","Buffalo","Deka Pool","Female",2017,0,646.33299,0
"444","Buffalo","Fuller","Female",2008,2,646.33299,1292.66598
"445","Buffalo","Matetsi 3","Female",2011,5,646.33299,3231.66495
"446","Buffalo","Hwange 2","Male",2004,NA,646.33299,NA
"447","Buffalo","Hwange 2","Male",2005,NA,646.33299,NA
"448","Buffalo","Hwange 2","Male",2007,3,646.33299,1938.99897
"449","Buffalo","Kazuma","Female",2014,1,646.33299,646.33299
"450","Buffalo","Kazuma","Female",2015,1,646.33299,646.33299
"451","Buffalo","Matetsi 4","Female",2010,3,646.33299,1938.99897
"452","Buffalo","Hwange 1","Female",2006,2,646.33299,1292.66598
"453","Buffalo","Deka Pool","Female",2014,0,646.33299,0
"454","Buffalo","Matetsi 4","Female",2006,0,646.33299,0
"455","Buffalo","Ngamo & Sikumi","Male",2003,15,646.33299,9694.99485
"456","Buffalo","Hwange 1","Female",2011,0,646.33299,0
"457","Buffalo","Hwange 1","Female",2013,0,646.33299,0
"458","Buffalo","Hwange 1","Female",2010,0,646.33299,0
"459","Buffalo","Ngamo & Sikumi","Male",2009,20,646.33299,12926.6598
"460","Buffalo","Ngamo & Sikumi","Male",2005,20,646.33299,12926.6598
"461","Buffalo","Deka Pool","Female",2011,0,646.33299,0
"462","Buffalo","Hwange 2","Male",2006,2,646.33299,1292.66598
"463","Buffalo","Kazuma","Female",2013,2,646.33299,1292.66598
"464","Buffalo","Matetsi 2","Male",2017,14,646.33299,9048.66186
"465","Buffalo","Fuller","Female",2009,2,646.33299,1292.66598
"466","Buffalo","Hwange 1","Female",2009,0,646.33299,0
"467","Buffalo","Matetsi 2","Male",2016,14,646.33299,9048.66186
"468","Buffalo","Matetsi 3","Female",2009,5,646.33299,3231.66495
"469","Buffalo","Kazuma","Female",2010,3,646.33299,1938.99897
"470","Buffalo","Matetsi 4","Female",2009,3,646.33299,1938.99897
"471","Buffalo","Matetsi 3","Female",2010,5,646.33299,3231.66495
"472","Buffalo","Fuller","Female",2003,2,646.33299,1292.66598
"473","Buffalo","Ngamo & Sikumi","Male",2007,20,646.33299,12926.6598
"474","Buffalo","Matetsi 2","Male",2018,14,646.33299,9048.66186
"475","Buffalo","Matetsi 4","Female",2011,0,646.33299,0
"476","Buffalo","Hwange 1","Female",2007,0,646.33299,0
"477","Buffalo","Deka Pool","Female",2010,0,646.33299,0
"478","Buffalo","Kazuma","Female",2012,0,646.33299,0
"479","Buffalo","Deka Pool","Female",2013,0,646.33299,0
"480","Buffalo","Hwange 1","Female",2008,0,646.33299,0
"481","Buffalo","Ngamo & Sikumi","Male",2006,20,646.33299,12926.6598
"482","Buffalo","Kazuma","Male",2015,16,646.33299,10341.32784
"483","Buffalo","Fuller","Female",2005,2,646.33299,1292.66598
"484","Buffalo","Ngamo & Sikumi","Male",2004,15,646.33299,9694.99485
"485","Buffalo","Kazuma","Male",2011,16,646.33299,10341.32784
"486","Buffalo","Matetsi 4","Female",2007,3,646.33299,1938.99897
"487","Buffalo","Matetsi 4","Female",2005,NA,646.33299,NA
"488","Buffalo","Kazuma","Male",2016,13,646.33299,8402.32887
"489","Buffalo","Fuller","Female",2010,2,646.33299,1292.66598
"490","Buffalo","Kazuma","Female",2011,3,646.33299,1938.99897
"491","Buffalo","Matetsi 4","Female",2008,3,646.33299,1938.99897
"492","Buffalo","Kazuma","Male",2010,16,646.33299,10341.32784
"493","Buffalo","Fuller","Female",2001,2,646.33299,1292.66598
"494","Buffalo","Fuller","Female",2000,NA,646.33299,NA
"495","Duiker","Fuller","Male",2015,4,18.5,74
"496","Duiker","Fuller","Male",2012,4,18.5,74
"497","Duiker","Matetsi 4","Either",2001,NA,18.5,NA
"498","Duiker","Fuller","Male",2013,4,18.5,74
"499","Duiker","Fuller","Male",2011,4,18.5,74
"500","Duiker","Deka Tail","Either",2005,NA,18.5,NA
"501","Duiker","Fuller","Male",2010,4,18.5,74
"502","Duiker","Kazuma","Male",2001,12,18.5,222
"503","Duiker","Matetsi 5","Either",2014,10,18.5,185
"504","Duiker","Matetsi 3","Either",2006,NA,18.5,NA
"505","Duiker","Matetsi 4","Either",2002,NA,18.5,NA
"506","Duiker","Matetsi 5","Either",2015,10,18.5,185
"507","Duiker","Matetsi 3","Either",2007,6,18.5,111
"508","Duiker","Hwange 1","Either",2002,NA,18.5,NA
"509","Duiker","Matetsi 3","Either",2009,6,18.5,111
"510","Duiker","Fuller","Male",2006,4,18.5,74
"511","Duiker","Matetsi 5","Either",2018,10,18.5,185
"512","Duiker","Matetsi 5","Either",2001,NA,18.5,NA
"513","Duiker","Matetsi 6","Either",2018,10,18.5,185
"514","Duiker","Fuller","Male",2014,4,18.5,74
"515","Duiker","Ngamo & Sikumi","Male",2009,5,18.5,92.5
"516","Duiker","Matetsi 5","Either",2012,10,18.5,185
"517","Duiker","Matetsi 3","Either",2004,NA,18.5,NA
"518","Duiker","Hwange 1","Either",2001,NA,18.5,NA
"519","Duiker","Fuller","Male",2008,4,18.5,74
"520","Duiker","Fuller","Male",2009,4,18.5,74
"521","Duiker","Matetsi 3","Either",2012,6,18.5,111
"522","Duiker","Matetsi 5","Either",2017,10,18.5,185
"523","Duiker","Matetsi 3","Either",2010,6,18.5,111
"524","Duiker","Deka Tail","Either",2011,9,18.5,166.5
"525","Duiker","Kazuma","Male",2000,18,18.5,333
"526","Duiker","Matetsi 5","Either",2013,10,18.5,185
"527","Duiker","Fuller","Male",2007,4,18.5,74
"528","Duiker","Matetsi 4","Either",2000,NA,18.5,NA
"529","Duiker","Matetsi 6","Either",2014,10,18.5,185
"530","Duiker","Matetsi 4","Either",2005,NA,18.5,NA
"531","Duiker","Matetsi 5","Either",2011,10,18.5,185
"532","Duiker","Deka Tail","Either",2003,NA,18.5,NA
"533","Duiker","Deka Tail","Either",2004,NA,18.5,NA
"534","Duiker","Ngamo & Sikumi","Male",2011,5,18.5,92.5
"535","Duiker","Hwange 1","Either",2000,NA,18.5,NA
"536","Duiker","Ngamo & Sikumi","Male",2010,5,18.5,92.5
"537","Duiker","Ngamo & Sikumi","Male",2005,5,18.5,92.5
"538","Duiker","Ngamo & Sikumi","Male",2008,5,18.5,92.5
"539","Duiker","Matetsi 3","Either",2016,6,18.5,111
"540","Duiker","Fuller","Male",2005,4,18.5,74
"541","Duiker","Matetsi 3","Either",2005,NA,18.5,NA
"542","Duiker","Hwange 1","Either",2003,NA,18.5,NA
"543","Duiker","Deka Tail","Either",2000,NA,18.5,NA
"544","Duiker","Matetsi 4","Either",2004,NA,18.5,NA
"545","Duiker","Deka Tail","Either",2002,NA,18.5,NA
"546","Duiker","Deka Tail","Either",2001,NA,18.5,NA
"547","Duiker","Deka Tail","Either",2009,9,18.5,166.5
"548","Duiker","Matetsi 5","Either",2016,10,18.5,185
"549","Duiker","Deka Tail","Either",2010,9,18.5,166.5
"550","Duiker","Deka Tail","Either",2008,9,18.5,166.5
"551","Duiker","Ngamo & Sikumi","Male",2001,5,18.5,92.5
"552","Duiker","Ngamo & Sikumi","Male",2007,5,18.5,92.5
"553","Duiker","Matetsi 3","Either",2003,NA,18.5,NA
"554","Duiker","Fuller","Male",2004,4,18.5,74
"555","Duiker","Matetsi 3","Either",2001,NA,18.5,NA
"556","Duiker","Matetsi 3","Either",2015,6,18.5,111
"557","Duiker","Hwange 2","Either",2016,2,18.5,37
"558","Duiker","Matetsi 6","Either",2017,10,18.5,185
"559","Duiker","Matetsi 2","Either",2018,6,18.5,111
"560","Duiker","Deka Tail","Either",2006,NA,18.5,NA
"561","Duiker","Ngamo & Sikumi","Male",2003,5,18.5,92.5
"562","Duiker","Matetsi 4","Either",2008,11,18.5,203.5
"563","Duiker","Kazuma","Male",2012,13,18.5,240.5
"564","Duiker","Matetsi 1","Either",2012,12,18.5,222
"565","Duiker","Matetsi 3","Either",2008,6,18.5,111
"566","Duiker","Kazuma","Male",2002,12,18.5,222
"567","Duiker","Matetsi 5","Either",2010,NA,18.5,NA
"568","Duiker","Matetsi 4","Either",2003,NA,18.5,NA
"569","Duiker","Matetsi 6","Either",2015,10,18.5,185
"570","Duiker","Deka Tail","Either",2013,9,18.5,166.5
"571","Duiker","Hwange 1","Either",2004,NA,18.5,NA
"572","Duiker","Matetsi 6","Either",2016,10,18.5,185
"573","Duiker","Kazuma","Male",2005,13,18.5,240.5
"574","Duiker","Deka Tail","Either",2007,9,18.5,166.5
"575","Duiker","Matetsi 6","Either",2000,NA,18.5,NA
"576","Duiker","Matetsi 1","Either",2018,6,18.5,111
"577","Duiker","Matetsi 1","Either",2013,12,18.5,222
"578","Duiker","Matetsi 6","Either",2004,NA,18.5,NA
"579","Duiker","Ngamo & Sikumi","Male",2006,5,18.5,92.5
"580","Duiker","Matetsi 6","Either",2006,10,18.5,185
"581","Duiker","Matetsi 5","Either",2000,NA,18.5,NA
"582","Duiker","Kazuma","Male",2003,13,18.5,240.5
"583","Duiker","Ngamo & Sikumi","Male",2013,5,18.5,92.5
"584","Duiker","Hwange 2","Either",2015,2,18.5,37
"585","Duiker","Hwange 1","Either",2005,NA,18.5,NA
"586","Duiker","Matetsi 1","Either",2001,12,18.5,222
"587","Duiker","Kazuma","Male",2006,13,18.5,240.5
"588","Duiker","Matetsi 3","Either",2017,6,18.5,111
"589","Duiker","Ngamo & Sikumi","Male",2002,5,18.5,92.5
"590","Duiker","Ngamo & Sikumi","Male",2000,5,18.5,92.5
"591","Duiker","Kazuma","Male",2013,13,18.5,240.5
"592","Duiker","Ngamo & Sikumi","Male",2004,5,18.5,92.5
"593","Duiker","Matetsi 3","Either",2013,6,18.5,111
"594","Duiker","Fuller","Male",2003,4,18.5,74
"595","Duiker","Matetsi 6","Either",2005,NA,18.5,NA
"596","Duiker","Matetsi 3","Either",2000,NA,18.5,NA
"597","Duiker","Deka Tail","Either",2012,9,18.5,166.5
"598","Duiker","Kazuma","Male",2004,13,18.5,240.5
"599","Duiker","Deka Pool","Either",2006,9,18.5,166.5
"600","Duiker","Matetsi 1","Either",2000,10,18.5,185
"601","Duiker","Ngamo & Sikumi","Male",2015,5,18.5,92.5
"602","Duiker","Hwange 1","Either",2006,8,18.5,148
"603","Duiker","Matetsi 1","Either",2017,6,18.5,111
"604","Duiker","Kazuma","Male",2011,13,18.5,240.5
"605","Duiker","Kazuma","Male",2010,13,18.5,240.5
"606","Duiker","Matetsi 6","Either",2003,NA,18.5,NA
"607","Duiker","Kazuma","Male",2015,13,18.5,240.5
"608","Duiker","Matetsi 3","Either",2002,NA,18.5,NA
"609","Duiker","Matetsi 3","Either",2014,6,18.5,111
"610","Duiker","Matetsi 6","Either",2002,NA,18.5,NA
"611","Duiker","Ngamo & Sikumi","Male",2012,5,18.5,92.5
"612","Duiker","Matetsi 4","Either",2018,6,18.5,111
"613","Duiker","Hwange 2","Either",2001,NA,18.5,NA
"614","Duiker","Ngamo & Sikumi","Male",2014,5,18.5,92.5
"615","Duiker","Matetsi 6","Either",2009,10,18.5,185
"616","Duiker","Fuller","Male",2016,4,18.5,74
"617","Duiker","Matetsi 4","Either",2007,11,18.5,203.5
"618","Duiker","Matetsi 1","Either",2009,12,18.5,222
"619","Duiker","Fuller","Male",2002,4,18.5,74
"620","Duiker","Fuller","Male",2001,4,18.5,74
"621","Duiker","Hwange 1","Either",2010,8,18.5,148
"622","Duiker","Hwange 1","Either",2011,8,18.5,148
"623","Duiker","Matetsi 2","Either",2016,6,18.5,111
"624","Duiker","Hwange 2","Either",2014,2,18.5,37
"625","Duiker","Deka Pool","Either",2017,3,18.5,55.5
"626","Duiker","Hwange 2","Either",2017,2,18.5,37
"627","Duiker","Deka Pool","Either",2005,NA,18.5,NA
"628","Duiker","Deka Tail","Either",2014,3,18.5,55.5
"629","Duiker","Matetsi 4","Either",2013,6,18.5,111
"630","Duiker","Matetsi 1","Either",2015,12,18.5,222
"631","Duiker","Matetsi 1","Either",2011,12,18.5,222
"632","Duiker","Matetsi 6","Either",2001,NA,18.5,NA
"633","Duiker","Hwange 2","Either",2000,NA,18.5,NA
"634","Duiker","Matetsi 5","Either",2008,10,18.5,185
"635","Duiker","Fuller","Male",2000,NA,18.5,NA
"636","Duiker","Matetsi 3","Either",2011,6,18.5,111
"637","Duiker","Kazuma","Male",2014,13,18.5,240.5
"638","Duiker","Deka Pool","Either",2003,NA,18.5,NA
"639","Duiker","Deka Pool","Either",2014,9,18.5,166.5
"640","Duiker","Deka Pool","Either",2016,3,18.5,55.5
"641","Duiker","Matetsi 6","Either",2008,10,18.5,185
"642","Duiker","Hwange 1","Either",2014,8,18.5,148
"643","Duiker","Matetsi 1","Either",2016,6,18.5,111
"644","Duiker","Matetsi 1","Either",2014,12,18.5,222
"645","Duiker","Matetsi 1","Either",2010,12,18.5,222
"646","Duiker","Hwange 1","Either",2007,8,18.5,148
"647","Duiker","Hwange 1","Either",2009,8,18.5,148
"648","Duiker","Kazuma","Male",2009,13,18.5,240.5
"649","Duiker","Matetsi 4","Either",2009,11,18.5,203.5
"650","Duiker","Hwange 2","Either",2018,2,18.5,37
"651","Duiker","Deka Pool","Either",2018,3,18.5,55.5
"652","Duiker","Matetsi 2","Either",2008,6,18.5,111
"653","Duiker","Hwange 2","Either",2012,2,18.5,37
"654","Duiker","Matetsi 6","Either",2007,10,18.5,185
"655","Duiker","Matetsi 4","Either",2017,6,18.5,111
"656","Duiker","Deka Tail","Either",2015,3,18.5,55.5
"657","Duiker","Matetsi 4","Either",2006,11,18.5,203.5
"658","Duiker","Deka Pool","Either",2000,NA,18.5,NA
"659","Duiker","Matetsi 5","Either",2009,10,18.5,185
"660","Duiker","Matetsi 5","Either",2007,10,18.5,185
"661","Duiker","Matetsi 6","Either",2012,10,18.5,185
"662","Duiker","Matetsi 6","Either",2013,10,18.5,185
"663","Duiker","Deka Pool","Either",2004,NA,18.5,NA
"664","Duiker","Deka Pool","Either",2015,9,18.5,166.5
"665","Duiker","Matetsi 2","Either",2011,6,18.5,111
"666","Duiker","Matetsi 2","Either",2009,6,18.5,111
"667","Duiker","Hwange 2","Either",2013,2,18.5,37
"668","Duiker","Matetsi 2","Either",2007,6,18.5,111
"669","Duiker","Hwange 2","Either",2004,NA,18.5,NA
"670","Duiker","Matetsi 6","Either",2010,10,18.5,185
"671","Duiker","Kazuma","Male",2008,13,18.5,240.5
"672","Duiker","Kazuma","Male",2007,13,18.5,240.5
"673","Duiker","Matetsi 3","Either",2018,6,18.5,111
"674","Duiker","Deka Pool","Either",2002,NA,18.5,NA
"675","Duiker","Matetsi 6","Either",2011,10,18.5,185
"676","Duiker","Matetsi 2","Either",2017,6,18.5,111
"677","Duiker","Matetsi 2","Either",2010,6,18.5,111
"678","Duiker","Matetsi 4","Either",2014,6,18.5,111
"679","Duiker","Matetsi 4","Either",2016,6,18.5,111
"680","Duiker","Deka Pool","Either",2012,9,18.5,166.5
"681","Duiker","Hwange 1","Either",2018,8,18.5,148
"682","Duiker","Kazuma","Male",2016,13,18.5,240.5
"683","Duiker","Kazuma","Male",2017,13,18.5,240.5
"684","Duiker","Hwange 1","Either",2008,8,18.5,148
"685","Duiker","Fuller","Male",2018,0,18.5,0
"686","Duiker","Ngamo & Sikumi","Male",2018,5,18.5,92.5
"687","Duiker","Matetsi 5","Either",2006,NA,18.5,NA
"688","Duiker","Deka Pool","Either",2001,NA,18.5,NA
"689","Duiker","Matetsi 2","Either",2015,6,18.5,111
"690","Duiker","Matetsi 4","Either",2015,6,18.5,111
"691","Duiker","Hwange 2","Either",2008,2,18.5,37
"692","Duiker","Matetsi 2","Either",2004,NA,18.5,NA
"693","Duiker","Hwange 2","Either",2007,2,18.5,37
"694","Duiker","Deka Pool","Either",2008,9,18.5,166.5
"695","Duiker","Deka Pool","Either",2011,9,18.5,166.5
"696","Duiker","Matetsi 2","Either",2006,6,18.5,111
"697","Duiker","Fuller","Male",2017,0,18.5,0
"698","Duiker","Deka Tail","Either",2017,3,18.5,55.5
"699","Duiker","Matetsi 1","Either",2006,12,18.5,222
"700","Duiker","Matetsi 1","Either",2005,12,18.5,222
"701","Duiker","Matetsi 2","Either",2014,6,18.5,111
"702","Duiker","Deka Pool","Either",2013,9,18.5,166.5
"703","Duiker","Hwange 2","Either",2010,2,18.5,37
"704","Duiker","Matetsi 2","Either",2005,NA,18.5,NA
"705","Duiker","Matetsi 2","Either",2003,NA,18.5,NA
"706","Duiker","Hwange 1","Either",2017,8,18.5,148
"707","Duiker","Matetsi 5","Either",2002,NA,18.5,NA
"708","Duiker","Matetsi 1","Either",2007,12,18.5,222
"709","Duiker","Deka Pool","Either",2007,9,18.5,166.5
"710","Duiker","Hwange 2","Either",2005,NA,18.5,NA
"711","Duiker","Hwange 2","Either",2011,2,18.5,37
"712","Duiker","Matetsi 2","Either",2002,NA,18.5,NA
"713","Duiker","Matetsi 2","Either",2013,6,18.5,111
"714","Duiker","Matetsi 2","Either",2012,6,18.5,111
"715","Duiker","Kazuma","Male",2018,13,18.5,240.5
"716","Duiker","Matetsi 1","Either",2002,12,18.5,222
"717","Duiker","Deka Pool","Either",2009,9,18.5,166.5
"718","Duiker","Matetsi 1","Either",2008,12,18.5,222
"719","Duiker","Matetsi 4","Either",2010,11,18.5,203.5
"720","Duiker","Matetsi 5","Either",2003,NA,18.5,NA
"721","Duiker","Ngamo & Sikumi","Male",2017,5,18.5,92.5
"722","Duiker","Matetsi 2","Either",2001,NA,18.5,NA
"723","Duiker","Matetsi 5","Either",2004,NA,18.5,NA
"724","Duiker","Matetsi 2","Either",2000,NA,18.5,NA
"725","Duiker","Matetsi 4","Either",2011,6,18.5,111
"726","Duiker","Deka Tail","Either",2016,3,18.5,55.5
"727","Duiker","Matetsi 5","Either",2005,NA,18.5,NA
"728","Duiker","Deka Pool","Either",2010,9,18.5,166.5
"729","Duiker","Matetsi 1","Either",2003,12,18.5,222
"730","Duiker","Hwange 1","Either",2012,8,18.5,148
"731","Duiker","Hwange 2","Either",2009,2,18.5,37
"732","Duiker","Matetsi 1","Either",2004,12,18.5,222
"733","Duiker","Hwange 2","Either",2006,2,18.5,37
"734","Duiker","Hwange 1","Either",2016,8,18.5,148
"735","Duiker","Hwange 2","Either",2003,NA,18.5,NA
"736","Duiker","Deka Tail","Either",2018,3,18.5,55.5
"737","Duiker","Ngamo & Sikumi","Male",2016,5,18.5,92.5
"738","Duiker","Hwange 1","Either",2015,8,18.5,148
"739","Duiker","Hwange 2","Either",2002,NA,18.5,NA
"740","Duiker","Hwange 1","Either",2013,8,18.5,148
"741","Duiker","Matetsi 4","Either",2012,6,18.5,111
"742","Eland","Kazuma","Male",2016,5,291.25,1456.25
"743","Eland","Ngamo & Sikumi","Male",2012,6,291.25,1747.5
"744","Eland","Ngamo & Sikumi","Male",2013,6,291.25,1747.5
"745","Eland","Deka Tail","Female",2018,0,291.25,0
"746","Eland","Ngamo & Sikumi","Male",2011,6,291.25,1747.5
"747","Eland","Matetsi 1","Male",2007,2,291.25,582.5
"748","Eland","Matetsi 5","Male",2006,NA,291.25,NA
"749","Eland","Deka Tail","Female",2017,0,291.25,0
"750","Eland","Ngamo & Sikumi","Male",2014,6,291.25,1747.5
"751","Eland","Matetsi 5","Male",2003,NA,291.25,NA
"752","Eland","Deka Tail","Female",2015,0,291.25,0
"753","Eland","Ngamo & Sikumi","Male",2010,6,291.25,1747.5
"754","Eland","Ngamo & Sikumi","Female",2003,2,291.25,582.5
"755","Eland","Kazuma","Male",2015,7,291.25,2038.75
"756","Eland","Matetsi 1","Male",2006,2,291.25,582.5
"757","Eland","Matetsi 1","Male",2008,5,291.25,1456.25
"758","Eland","Kazuma","Male",2017,5,291.25,1456.25
"759","Eland","Matetsi 6","Male",2011,2,291.25,582.5
"760","Eland","Kazuma","Male",2012,7,291.25,2038.75
"761","Eland","Deka Tail","Female",2014,0,291.25,0
"762","Eland","Ngamo & Sikumi","Female",2004,2,291.25,582.5
"763","Eland","Hwange 2","Male",2008,1,291.25,291.25
"764","Eland","Matetsi 5","Male",2005,NA,291.25,NA
"765","Eland","Ngamo & Sikumi","Male",2008,6,291.25,1747.5
"766","Eland","Hwange 2","Male",2010,1,291.25,291.25
"767","Eland","Ngamo & Sikumi","Male",2006,6,291.25,1747.5
"768","Eland","Kazuma","Male",2014,7,291.25,2038.75
"769","Eland","Ngamo & Sikumi","Male",2018,6,291.25,1747.5
"770","Eland","Ngamo & Sikumi","Male",2009,6,291.25,1747.5
"771","Eland","Ngamo & Sikumi","Male",2015,6,291.25,1747.5
"772","Eland","Deka Tail","Female",2013,0,291.25,0
"773","Eland","Ngamo & Sikumi","Female",2005,2,291.25,582.5
"774","Eland","Kazuma","Male",2013,7,291.25,2038.75
"775","Eland","Matetsi 4","Male",2013,3,291.25,873.75
"776","Eland","Matetsi 5","Male",2004,NA,291.25,NA
"777","Eland","Matetsi 1","Male",2009,5,291.25,1456.25
"778","Eland","Matetsi 1","Male",2001,1,291.25,291.25
"779","Eland","Hwange 2","Male",2011,1,291.25,291.25
"780","Eland","Ngamo & Sikumi","Male",2002,6,291.25,1747.5
"781","Eland","Hwange 2","Male",2002,NA,291.25,NA
"782","Eland","Deka Tail","Female",2009,0,291.25,0
"783","Eland","Kazuma","Male",2011,7,291.25,2038.75
"784","Eland","Hwange 2","Male",2007,1,291.25,291.25
