"","Species","Block","Sex","Year","Quota","Adult.Body.Mass.Kg","quota_weight"
"1179","Elephant","Deka Tail","Male",2003,NA,4500,NA
"1180","Elephant","Matetsi 3","Male",2013,5,4500,22500
"1181","Elephant","Kazuma","t/l",2013,4,4500,18000
"1182","Elephant","Hwange 1","Male",2012,6,4500,27000
"1183","Elephant","Hwange 1","t/l",2014,2,4500,9000
"1184","Elephant","Hwange 2","t/l",2006,0,4500,0
"1185","Elephant","Deka Pool","t/l",2009,2,4500,9000
"1186","Elephant","Deka Pool","Male",2006,5,4500,22500
"1187","Elephant","Hwange 2","t/l",2009,0,4500,0
"1188","Elephant","Matetsi 1","t/l",2018,2,4500,9000
"1189","Elephant","Deka Pool","Male",2010,6,4500,27000
"1190","Elephant","Matetsi 2","Male",2009,4,4500,18000
"1191","Elephant","Hwange 2","t/l",2015,1,4500,4500
"1192","Elephant","Hwange 2","t/l",2016,1,4500,4500
"1193","Elephant","Matetsi 2","Male",2010,4,4500,18000
"1194","Elephant","Matetsi 3","Male",2009,6,4500,27000
"1195","Elephant","Hwange 1","t/l",2013,2,4500,9000
"1196","Elephant","Matetsi 3","Male",2008,6,4500,27000
"1197","Elephant","Deka Pool","t/l",2008,2,4500,9000
"1198","Elephant","Matetsi 3","Male",2007,6,4500,27000
"1199","Elephant","Matetsi 2","Male",2015,6,4500,27000
"1200","Elephant","Deka Pool","Male",2017,4,4500,18000
"1201","Elephant","Deka Tail","t/l",2004,NA,4500,NA
"1202","Elephant","Matetsi 4","t/l",2007,2,4500,9000
"1203","Elephant","Deka Tail","t/l",2006,NA,4500,NA
"1204","Elephant","Fuller","t/l",2006,1,4500,4500
"1205","Elephant","Matetsi 4","t/l",2011,2,4500,9000
"1206","Elephant","Matetsi 5","Male",2015,5,4500,22500
"1207","Elephant","Kazuma","t/l",2012,4,4500,18000
"1208","Elephant","Hwange 2","t/l",2003,NA,4500,NA
"1209","Elephant","Matetsi 6","t/l",2004,NA,4500,NA
"1210","Elephant","Matetsi 6","Male",2002,NA,4500,NA
"1211","Elephant","Fuller","t/l",2003,1,4500,4500
"1212","Elephant","Matetsi 6","t/l",2008,2,4500,9000
"1213","Elephant","Kazuma","t/l",2016,4,4500,18000
"1214","Elephant","Matetsi 6","t/l",2010,2,4500,9000
"1215","Elephant","Hwange 2","Male",2013,2,4500,9000
"1216","Elephant","Fuller","t/l",2014,1,4500,4500
"1217","Elephant","Hwange 2","Male",2014,4,4500,18000
"1218","Elephant","Matetsi 6","t/l",2015,2,4500,9000
"1219","Elephant","Ngamo & Sikumi","t/l",2002,3,4500,13500
"1220","Elephant","Matetsi 2","t/l",2018,3,4500,13500
"1221","Elephant","Hwange 2","Male",2005,NA,4500,NA
"1222","Elephant","Hwange 1","Male",2007,7,4500,31500
"1223","Elephant","Hwange 2","Male",2006,1,4500,4500
"1224","Elephant","Matetsi 6","t/l",2007,2,4500,9000
"1225","Elephant","Matetsi 6","Male",2000,NA,4500,NA
"1226","Elephant","Matetsi 2","Male",2000,NA,4500,NA
"1227","Elephant","Deka Pool","Male",2007,5,4500,22500
"1228","Elephant","Deka Tail","Male",2010,5,4500,22500
"1229","Elephant","Deka Tail","Male",2011,3,4500,13500
"1230","Elephant","Deka Pool","Male",2011,6,4500,27000
"1231","Elephant","Deka Pool","Male",2012,4,4500,18000
"1232","Elephant","Deka Pool","Male",2013,4,4500,18000
"1233","Elephant","Deka Tail","Male",2014,3,4500,13500
"1234","Elephant","Hwange 2","t/l",2001,NA,4500,NA
"1235","Elephant","Matetsi 2","Male",2011,3,4500,13500
"1236","Elephant","Hwange 2","t/l",2002,NA,4500,NA
"1237","Elephant","Hwange 2","t/l",2004,NA,4500,NA
"1238","Elephant","Matetsi 2","Male",2013,5,4500,22500
"1239","Elephant","Fuller","t/l",2002,1,4500,4500
"1240","Elephant","Hwange 1","t/l",2006,0,4500,0
"1241","Elephant","Matetsi 4","t/l",2004,NA,4500,NA
"1242","Elephant","Deka Tail","t/l",2005,NA,4500,NA
"1243","Elephant","Kazuma","Male",2008,7,4500,31500
"1244","Elephant","Kazuma","t/l",2008,4,4500,18000
"1245","Elephant","Matetsi 5","Male",2013,5,4500,22500
"1246","Elephant","Hwange 1","t/l",2010,0,4500,0
"1247","Elephant","Hwange 1","t/l",2011,0,4500,0
"1248","Elephant","Matetsi 6","t/l",2003,NA,4500,NA
"1249","Elephant","Matetsi 4","t/l",2012,2,4500,9000
"1250","Elephant","Matetsi 2","Male",2014,5,4500,22500
"1251","Elephant","Hwange 1","t/l",2015,2,4500,9000
"1252","Elephant","Hwange 2","Male",2009,1,4500,4500
"1253","Elephant","Fuller","t/l",2011,1,4500,4500
"1254","Elephant","Matetsi 1","t/l",2003,2,4500,9000
"1255","Elephant","Hwange 2","Male",2012,2,4500,9000
"1256","Elephant","Matetsi 4","t/l",2017,2,4500,9000
"1257","Elephant","Matetsi 6","t/l",2011,2,4500,9000
"1258","Elephant","Hwange 2","Male",2015,4,4500,18000
"1259","Elephant","Matetsi 5","t/l",2009,2,4500,9000
"1260","Elephant","Matetsi 6","t/l",2017,2,4500,9000
"1261","Elephant","Matetsi 6","t/l",2018,1,4500,4500
"1262","Elephant","Matetsi 4","Male",2006,5,4500,22500
"1263","Elephant","Hwange 2","Male",2004,NA,4500,NA
"1264","Elephant","Deka Pool","Male",2002,NA,4500,NA
"1265","Elephant","Hwange 1","Male",2010,7,4500,31500
"1266","Elephant","Deka Tail","Male",2009,5,4500,22500
"1267","Elephant","Deka Pool","Male",2005,NA,4500,NA
"1268","Elephant","Fuller","Male",2003,3,4500,13500
"1269","Elephant","Fuller","Male",2004,3,4500,13500
"1270","Elephant","Deka Pool","Male",2008,4,4500,18000
"1271","Elephant","Deka Tail","Male",2012,3,4500,13500
"1272","Elephant","Ngamo & Sikumi","Male",2006,12,4500,54000
"1273","Elephant","Matetsi 6","Male",2009,5,4500,22500
"1274","Elephant","Deka Pool","Male",2014,4,4500,18000
"1275","Elephant","Kazuma","t/l",2000,4,4500,18000
"1276","Elephant","Matetsi 4","Male",2007,4,4500,18000
"1277","Elephant","Deka Pool","Male",2016,4,4500,18000
"1278","Elephant","Fuller","t/l",2001,1,4500,4500
"1279","Elephant","Hwange 1","t/l",2003,NA,4500,NA
"1280","Elephant","Hwange 1","t/l",2004,NA,4500,NA
"1281","Elephant","Deka Tail","t/l",2003,NA,4500,NA
"1282","Elephant","Matetsi 4","t/l",2005,NA,4500,NA
"1283","Elephant","Matetsi 1","Male",2011,9,4500,40500
"1284","Elephant","Hwange 2","Male",2000,NA,4500,NA
"1285","Elephant","Hwange 1","t/l",2008,0,4500,0
"1286","Elephant","Matetsi 6","t/l",2000,NA,4500,NA
"1287","Elephant","Matetsi 6","t/l",2001,NA,4500,NA
"1288","Elephant","Kazuma","Male",2012,6,4500,27000
"1289","Elephant","Matetsi 6","t/l",2002,NA,4500,NA
"1290","Elephant","Hwange 2","Male",2003,NA,4500,NA
"1291","Elephant","Hwange 2","Male",2007,1,4500,4500
"1292","Elephant","Hwange 2","Male",2008,1,4500,4500
"1293","Elephant","Fuller","t/l",2010,1,4500,4500
"1294","Elephant","Fuller","t/l",2012,1,4500,4500
"1295","Elephant","Matetsi 4","t/l",2016,2,4500,9000
"1296","Elephant","Matetsi 3","t/l",2007,2,4500,9000
"1297","Elephant","Fuller","t/l",2013,1,4500,4500
"1298","Elephant","Matetsi 6","t/l",2012,2,4500,9000
"1299","Elephant","Hwange 2","Male",2016,4,4500,18000
"1300","Elephant","Matetsi 5","t/l",2007,2,4500,9000
"1301","Elephant","Matetsi 1","t/l",2008,2,4500,9000
"1302","Elephant","Matetsi 1","t/l",2009,2,4500,9000
"1303","Elephant","Deka Pool","Male",2000,NA,4500,NA
"1304","Elephant","Deka Pool","Male",2001,NA,4500,NA
"1305","Elephant","Matetsi 4","Male",2010,4,4500,18000
"1306","Elephant","Hwange 1","Male",2011,6,4500,27000
"1307","Elephant","Ngamo & Sikumi","Male",2001,12,4500,54000
"1308","Elephant","Matetsi 3","Male",2006,NA,4500,NA
"1309","Elephant","Ngamo & Sikumi","Male",2002,12,4500,54000
"1310","Elephant","Ngamo & Sikumi","Male",2003,12,4500,54000
"1311","Elephant","Matetsi 1","t/l",2017,2,4500,9000
"1312","Elephant","Deka Tail","Male",2013,3,4500,13500
"1313","Elephant","Ngamo & Sikumi","Male",2005,12,4500,54000
"1314","Elephant","Deka Tail","Male",2015,3,4500,13500
"1315","Elephant","Matetsi 1","Male",2007,6,4500,27000
"1316","Elephant","Matetsi 2","Male",2012,5,4500,22500
"1317","Elephant","Kazuma","Male",2007,7,4500,31500
"1318","Elephant","Fuller","t/l",2000,NA,4500,NA
"1319","Elephant","Hwange 1","t/l",2002,NA,4500,NA
"1320","Elephant","Matetsi 4","t/l",2003,NA,4500,NA
"1321","Elephant","Matetsi 4","t/l",2002,NA,4500,NA
"1322","Elephant","Matetsi 5","Male",2011,7,4500,31500
"1323","Elephant","Fuller","Male",2013,3,4500,13500
"1324","Elephant","Matetsi 1","Male",2012,7,4500,31500
"1325","Elephant","Ngamo & Sikumi","Male",2018,11,4500,49500
"1326","Elephant","Kazuma","Male",2010,5,4500,22500
"1327","Elephant","Kazuma","Male",2011,6,4500,27000
"1328","Elephant","Matetsi 4","t/l",2010,2,4500,9000
"1329","Elephant","Matetsi 3","t/l",2003,NA,4500,NA
"1330","Elephant","Fuller","Male",2018,0,4500,0
"1331","Elephant","Matetsi 4","t/l",2013,2,4500,9000
"1332","Elephant","Matetsi 4","t/l",2014,2,4500,9000
"1333","Elephant","Matetsi 3","t/l",2005,NA,4500,NA
"1334","Elephant","Matetsi 4","t/l",2015,2,4500,9000
"1335","Elephant","Matetsi 6","Male",2001,NA,4500,NA
"1336","Elephant","Matetsi 1","t/l",2014,2,4500,9000
"1337","Elephant","Matetsi 3","t/l",2008,2,4500,9000
"1338","Elephant","Fuller","t/l",2015,1,4500,4500
"1339","Elephant","Matetsi 5","t/l",2006,NA,4500,NA
"1340","Elephant","Hwange 1","Male",2000,NA,4500,NA
"1341","Elephant","Hwange 2","Male",2017,4,4500,18000
"1342","Elephant","Hwange 2","Male",2018,4,4500,18000
"1343","Elephant","Matetsi 5","t/l",2010,NA,4500,NA
"1344","Elephant","Matetsi 1","t/l",2010,2,4500,9000
"1345","Elephant","Matetsi 3","Male",2003,NA,4500,NA
"1346","Elephant","Deka Pool","Male",2003,NA,4500,NA
"1347","Elephant","Deka Pool","Male",2004,NA,4500,NA
"1348","Elephant","Kazuma","t/l",2002,4,4500,18000
"1349","Elephant","Fuller","Male",2012,3,4500,13500
"1350","Elephant","Matetsi 1","t/l",2015,2,4500,9000
"1351","Elephant","Matetsi 6","Male",2004,NA,4500,NA
"1352","Elephant","Ngamo & Sikumi","Male",2004,12,4500,54000
"1353","Elephant","Fuller","Male",2005,3,4500,13500
"1354","Elephant","Matetsi 1","Male",2003,8,4500,36000
"1355","Elephant","Matetsi 1","Male",2004,7,4500,31500
"1356","Elephant","Deka Pool","Male",2015,4,4500,18000
"1357","Elephant","Matetsi 1","Male",2008,9,4500,40500
"1358","Elephant","Kazuma","Male",2006,7,4500,31500
"1359","Elephant","Deka Tail","t/l",2001,NA,4500,NA
"1360","Elephant","Deka Tail","t/l",2002,NA,4500,NA
"1361","Elephant","Matetsi 3","t/l",2006,NA,4500,NA
"1362","Elephant","Fuller","Male",2002,3,4500,13500
"1363","Elephant","Matetsi 1","Male",2010,9,4500,40500
"1364","Elephant","Matetsi 4","t/l",2006,2,4500,9000
"1365","Elephant","Fuller","Male",2017,0,4500,0
"1366","Elephant","Kazuma","t/l",2007,4,4500,18000
"1367","Elephant","Matetsi 4","t/l",2009,2,4500,9000
"1368","Elephant","Matetsi 3","t/l",2000,NA,4500,NA
"1369","Elephant","Hwange 2","Male",2002,NA,4500,NA
"1370","Elephant","Hwange 2","t/l",2000,NA,4500,NA
"1371","Elephant","Matetsi 3","t/l",2001,NA,4500,NA
"1372","Elephant","Matetsi 3","t/l",2004,NA,4500,NA
"1373","Elephant","Fuller","Male",2000,NA,4500,NA
"1374","Elephant","Fuller","Male",2001,2,4500,9000
"1375","Elephant","Matetsi 4","t/l",2001,NA,4500,NA
"1376","Elephant","Hwange 1","Male",2009,7,4500,31500
"1377","Elephant","Matetsi 6","Male",2003,NA,4500,NA
"1378","Elephant","Matetsi 5","t/l",2003,NA,4500,NA
"1379","Elephant","Fuller","t/l",2016,1,4500,4500
"1380","Elephant","Matetsi 5","t/l",2005,NA,4500,NA
"1381","Elephant","Matetsi 3","t/l",2012,2,4500,9000
"1382","Elephant","Matetsi 5","t/l",2008,2,4500,9000
"1383","Elephant","Deka Tail","Male",2018,3,4500,13500
"1384","Elephant","Matetsi 3","Male",2001,NA,4500,NA
"1385","Elephant","Matetsi 4","Male",2008,4,4500,18000
"1386","Elephant","Ngamo & Sikumi","t/l",2018,3,4500,13500
"1387","Elephant","Hwange 1","t/l",2001,NA,4500,NA
"1388","Elephant","Matetsi 3","Male",2004,NA,4500,NA
"1389","Elephant","Matetsi 1","Male",2009,9,4500,40500
"1390","Elephant","Fuller","Male",2011,3,4500,13500
"1391","Elephant","Ngamo & Sikumi","t/l",2009,3,4500,13500
"1392","Elephant","Ngamo & Sikumi","t/l",2010,3,4500,13500
"1393","Elephant","Matetsi 4","Male",2012,4,4500,18000
"1394","Elephant","Matetsi 1","Male",2002,5,4500,22500
"1395","Elephant","Matetsi 6","Male",2008,5,4500,22500
"1396","Elephant","Matetsi 5","Male",2008,5,4500,22500
"1397","Elephant","Deka Tail","Male",2016,3,4500,13500
"1398","Elephant","Deka Tail","t/l",2000,NA,4500,NA
"1399","Elephant","Matetsi 3","Male",2002,NA,4500,NA
"1400","Elephant","Hwange 1","Male",2006,6,4500,27000
"1401","Elephant","Kazuma","t/l",2001,4,4500,18000
"1402","Elephant","Matetsi 3","Male",2005,NA,4500,NA
"1403","Elephant","Matetsi 1","t/l",2013,2,4500,9000
"1404","Elephant","Ngamo & Sikumi","Male",2016,6,4500,27000
"1405","Elephant","Ngamo & Sikumi","Male",2017,11,4500,49500
"1406","Elephant","Hwange 2","Male",2001,NA,4500,NA
"1407","Elephant","Matetsi 6","Male",2018,6,4500,27000
"1408","Elephant","Fuller","Male",2016,1,4500,4500
"1409","Elephant","Hwange 1","Male",2001,NA,4500,NA
"1410","Elephant","Hwange 1","Male",2002,NA,4500,NA
"1411","Elephant","Matetsi 3","t/l",2002,NA,4500,NA
"1412","Elephant","Matetsi 6","Male",2011,5,4500,22500
"1413","Elephant","Deka Tail","Male",2017,3,4500,13500
"1414","Elephant","Ngamo & Sikumi","t/l",2004,3,4500,13500
"1415","Elephant","Ngamo & Sikumi","Male",2012,10,4500,45000
"1416","Elephant","Ngamo & Sikumi","t/l",2017,3,4500,13500
"1417","Elephant","Ngamo & Sikumi","t/l",2008,3,4500,13500
"1418","Elephant","Matetsi 3","t/l",2009,2,4500,9000
"1419","Elephant","Matetsi 5","t/l",2004,NA,4500,NA
"1420","Elephant","Hwange 1","t/l",2018,1,4500,4500
"1421","Elephant","Matetsi 3","t/l",2011,2,4500,9000
"1422","Elephant","Matetsi 1","Male",2000,5,4500,22500
"1423","Elephant","Matetsi 1","Male",2006,7,4500,31500
"1424","Elephant","Hwange 1","Male",2003,NA,4500,NA
"1425","Elephant","Matetsi 3","t/l",2014,2,4500,9000
"1426","Elephant","Ngamo & Sikumi","t/l",2003,3,4500,13500
"1427","Elephant","Matetsi 1","Male",2005,7,4500,31500
"1428","Elephant","Ngamo & Sikumi","t/l",2005,3,4500,13500
"1429","Elephant","Ngamo & Sikumi","t/l",2006,3,4500,13500
"1430","Elephant","Ngamo & Sikumi","Male",2014,10,4500,45000
"1431","Elephant","Matetsi 5","t/l",2016,2,4500,9000
"1432","Elephant","Matetsi 4","Male",2011,4,4500,18000
"1433","Elephant","Matetsi 1","t/l",2012,2,4500,9000
"1434","Elephant","Matetsi 1","Male",2001,5,4500,22500
"1435","Elephant","Matetsi 5","Male",2009,5,4500,22500
"1436","Elephant","Matetsi 3","t/l",2010,2,4500,9000
"1437","Elephant","Ngamo & Sikumi","Male",2008,12,4500,54000
"1438","Elephant","Matetsi 5","Male",2001,NA,4500,NA
"1439","Elephant","Matetsi 6","Male",2010,5,4500,22500
"1440","Elephant","Hwange 1","Male",2004,NA,4500,NA
"1441","Elephant","Kazuma","Male",2004,7,4500,31500
"1442","Elephant","Hwange 1","t/l",2000,NA,4500,NA
"1443","Elephant","Hwange 1","Male",2008,7,4500,31500
"1444","Elephant","Ngamo & Sikumi","Male",2015,10,4500,45000
"1445","Elephant","Fuller","Male",2014,3,4500,13500
"1446","Elephant","Matetsi 5","Male",2012,5,4500,22500
"1447","Elephant","Matetsi 4","t/l",2008,2,4500,9000
"1448","Elephant","Matetsi 1","t/l",2016,2,4500,9000
"1449","Elephant","Fuller","Male",2006,3,4500,13500
"1450","Elephant","Matetsi 3","t/l",2013,2,4500,9000
"1451","Elephant","Matetsi 6","Male",2007,5,4500,22500
"1452","Elephant","Kazuma","Male",2000,7,4500,31500
"1453","Elephant","Kazuma","Male",2001,7,4500,31500
"1454","Elephant","Hwange 1","Male",2005,NA,4500,NA
"1455","Elephant","Matetsi 3","Male",2000,NA,4500,NA
"1456","Elephant","Ngamo & Sikumi","Male",2013,10,4500,45000
"1457","Elephant","Ngamo & Sikumi","t/l",2007,3,4500,13500
"1458","Elephant","Matetsi 4","Male",2009,4,4500,18000
"1459","Elephant","Hwange 1","t/l",2017,2,4500,9000
"1460","Elephant","Matetsi 6","t/l",2009,2,4500,9000
"1461","Elephant","Kazuma","t/l",2006,4,4500,18000
"1462","Elephant","Matetsi 6","Male",2016,5,4500,22500
"1463","Elephant","Ngamo & Sikumi","Male",2007,12,4500,54000
"1464","Elephant","Matetsi 5","t/l",2018,2,4500,9000
"1465","Elephant","Matetsi 6","Male",2006,6,4500,27000
"1466","Elephant","Matetsi 4","Male",2014,4,4500,18000
"1467","Elephant","Kazuma","Male",2002,7,4500,31500
"1468","Elephant","Ngamo & Sikumi","Male",2009,8,4500,36000
"1469","Elephant","Matetsi 5","t/l",2013,2,4500,9000
"1470","Elephant","Fuller","Male",2010,3,4500,13500
"1471","Elephant","Matetsi 6","Male",2013,5,4500,22500
"1472","Elephant","Matetsi 5","t/l",2015,2,4500,9000
"1473","Elephant","Fuller","Male",2015,3,4500,13500
"1474","Elephant","Matetsi 4","t/l",2018,2,4500,9000
"1475","Elephant","Matetsi 5","t/l",2017,2,4500,9000
"1476","Elephant","Matetsi 6","Male",2005,NA,4500,NA
"1477","Elephant","Matetsi 5","Male",2006,NA,4500,NA
"1478","Elephant","Matetsi 5","Male",2003,NA,4500,NA
"1479","Elephant","Matetsi 4","Male",2013,4,4500,18000
"1480","Elephant","Fuller","t/l",2017,0,4500,0
"1481","Elephant","Matetsi 5","t/l",2011,2,4500,9000
"1482","Elephant","Kazuma","t/l",2003,4,4500,18000
"1483","Elephant","Matetsi 5","t/l",2014,2,4500,9000
"1484","Elephant","Matetsi 1","t/l",2011,2,4500,9000
"1485","Elephant","Matetsi 5","Male",2010,NA,4500,NA
"1486","Elephant","Matetsi 4","Male",2017,6,4500,27000
"1487","Elephant","Matetsi 6","Male",2017,5,4500,22500
"1488","Elephant","Kazuma","t/l",2005,4,4500,18000
"1489","Elephant","Matetsi 5","Male",2007,4,4500,18000
"1490","Elephant","Matetsi 6","Male",2012,4,4500,18000
"1491","Elephant","Matetsi 5","t/l",2012,2,4500,9000
"1492","Elephant","Ngamo & Sikumi","t/l",2016,3,4500,13500
"1493","Elephant","Matetsi 5","Male",2000,NA,4500,NA
"1494","Elephant","Matetsi 6","Male",2015,5,4500,22500
"1495","Elephant","Ngamo & Sikumi","t/l",2014,4,4500,18000
"1496","Elephant","Matetsi 5","Male",2005,NA,4500,NA
"1497","Elephant","Ngamo & Sikumi","Male",2011,9,4500,40500
"1498","Elephant","Ngamo & Sikumi","Male",2010,9,4500,40500
"1499","Elephant","Matetsi 4","Male",2016,6,4500,27000
"1500","Elephant","Matetsi 5","Male",2002,NA,4500,NA
"1501","Elephant","Kazuma","t/l",2004,4,4500,18000
"1502","Elephant","Kazuma","Male",2005,7,4500,31500
"1503","Elephant","Matetsi 5","Male",2004,NA,4500,NA
"1504","Elephant","Ngamo & Sikumi","t/l",2015,4,4500,18000
"1505","Elephant","Matetsi 3","t/l",2017,2,4500,9000
"1506","Elephant","Ngamo & Sikumi","t/l",2013,4,4500,18000
"1507","Elephant","Matetsi 6","Male",2014,5,4500,22500
"1508","Elephant","Matetsi 4","t/l",2000,NA,4500,NA
"1509","Elephant","Fuller","Male",2009,3,4500,13500
"1510","Elephant","Matetsi 4","Male",2015,4,4500,18000
"1511","Elephant","Matetsi 3","t/l",2016,2,4500,9000
"1512","Elephant","Fuller","Male",2008,4,4500,18000
"1513","Elephant","Fuller","t/l",2018,0,4500,0
"1514","Elephant","Ngamo & Sikumi","t/l",2011,3,4500,13500
"1515","Elephant","Matetsi 3","t/l",2018,2,4500,9000
"1516","Elephant","Matetsi 4","Male",2018,6,4500,27000
"1517","Elephant","Kazuma","Male",2003,7,4500,31500
"1518","Elephant","Fuller","Male",2007,3,4500,13500
"1519","Elephant","Ngamo & Sikumi","t/l",2012,4,4500,18000
"1520","Elephant","Matetsi 3","t/l",2015,2,4500,9000
"1521","Giraffe","Matetsi 4","Male",2005,NA,800,NA
"1522","Giraffe","Matetsi 4","Male",2010,2,800,1600
"1523","Giraffe","Deka Tail","Male",2002,NA,800,NA
"1524","Giraffe","Matetsi 4","Male",2003,NA,800,NA
"1525","Giraffe","Ngamo & Sikumi","Male",2009,2,800,1600
"1526","Giraffe","Matetsi 4","Male",2007,2,800,1600
"1527","Giraffe","Hwange 2","Male",2018,1,800,800
"1528","Giraffe","Ngamo & Sikumi","Male",2008,2,800,1600
"1529","Giraffe","Deka Tail","Male",2001,NA,800,NA
"1530","Giraffe","Matetsi 4","Male",2009,2,800,1600
"1531","Giraffe","Matetsi 4","Male",2001,NA,800,NA
"1532","Giraffe","Matetsi 4","Male",2011,2,800,1600
"1533","Giraffe","Hwange 2","Male",2014,1,800,800
"1534","Giraffe","Hwange 2","Male",2017,1,800,800
"1535","Giraffe","Matetsi 4","Male",2004,NA,800,NA
"1536","Giraffe","Hwange 2","Male",2015,1,800,800
"1537","Giraffe","Hwange 2","Male",2013,1,800,800
"1538","Giraffe","Matetsi 4","Male",2006,2,800,1600
"1539","Giraffe","Matetsi 4","Male",2002,NA,800,NA
"1540","Giraffe","Deka Tail","Male",2000,NA,800,NA
"1541","Giraffe","Matetsi 4","Male",2008,2,800,1600
"1542","Giraffe","Matetsi 4","Male",2016,2,800,1600
"1543","Giraffe","Hwange 2","Male",2012,1,800,800
"1544","Giraffe","Deka Tail","Male",2010,0,800,0
"1545","Giraffe","Hwange 2","Male",2016,1,800,800
"1546","Giraffe","Matetsi 1","Male",2016,3,800,2400
"1547","Giraffe","Deka Tail","Male",2008,0,800,0
"1548","Giraffe","Ngamo & Sikumi","Male",2007,2,800,1600
"1549","Giraffe","Matetsi 3","Male",2014,4,800,3200
"1550","Giraffe","Deka Tail","Male",2012,0,800,0
"1551","Giraffe","Kazuma","Male",2002,3,800,2400
"1552","Giraffe","Matetsi 4","Male",2014,2,800,1600
"1553","Giraffe","Matetsi 4","Male",2013,2,800,1600
"1554","Giraffe","Matetsi 3","Male",2016,4,800,3200
"1555","Giraffe","Ngamo & Sikumi","Male",2002,2,800,1600
"1556","Giraffe","Ngamo & Sikumi","Male",2014,2,800,1600
"1557","Giraffe","Ngamo & Sikumi","Male",2004,2,800,1600
"1558","Giraffe","Matetsi 4","Male",2015,2,800,1600
"1559","Giraffe","Ngamo & Sikumi","Male",2010,2,800,1600
"1560","Giraffe","Matetsi 3","Male",2018,4,800,3200
"1561","Giraffe","Deka Tail","Male",2007,0,800,0
"1562","Giraffe","Ngamo & Sikumi","Male",2005,2,800,1600
"1563","Giraffe","Deka Tail","Male",2006,NA,800,NA
"1564","Giraffe","Matetsi 1","Male",2012,3,800,2400
"1565","Giraffe","Matetsi 1","Male",2015,3,800,2400
"1566","Giraffe","Matetsi 1","Male",2010,3,800,2400
"1567","Giraffe","Ngamo & Sikumi","Male",2012,2,800,1600
"1568","Giraffe","Deka Tail","Male",2011,0,800,0
"1569","Giraffe","Matetsi 3","Male",2010,4,800,3200
"1570","Giraffe","Matetsi 2","Male",2000,NA,800,NA
"1571","Giraffe","Ngamo & Sikumi","Male",2003,2,800,1600
"1572","Giraffe","Ngamo & Sikumi","Male",2006,2,800,1600
"1573","Giraffe","Hwange 1","Male",2018,1,800,800
"1574","Giraffe","Matetsi 3","Male",2015,4,800,3200
"1575","Giraffe","Deka Tail","Male",2009,0,800,0
"1576","Giraffe","Matetsi 1","Male",2011,3,800,2400
"1577","Giraffe","Deka Tail","Male",2005,NA,800,NA
"1578","Giraffe","Matetsi 6","Male",2018,3,800,2400
"1579","Giraffe","Matetsi 1","Male",2006,3,800,2400
"1580","Giraffe","Matetsi 1","Male",2013,3,800,2400
"1581","Giraffe","Matetsi 4","Male",2000,NA,800,NA
"1582","Giraffe","Deka Pool","Male",2000,NA,800,NA
"1583","Giraffe","Matetsi 3","Male",2011,4,800,3200
"1584","Giraffe","Deka Pool","Male",2003,NA,800,NA
"1585","Giraffe","Hwange 1","Male",2015,1,800,800
"1586","Giraffe","Hwange 1","Male",2017,1,800,800
"1587","Giraffe","Kazuma","Male",2000,3,800,2400
"1588","Giraffe","Deka Tail","Male",2004,NA,800,NA
"1589","Giraffe","Matetsi 3","Male",2017,4,800,3200
"1590","Giraffe","Matetsi 5","Male",2006,NA,800,NA
"1591","Giraffe","Deka Tail","Male",2003,NA,800,NA
"1592","Giraffe","Hwange 1","Male",2006,1,800,800
"1593","Giraffe","Matetsi 4","Male",2012,2,800,1600
"1594","Giraffe","Ngamo & Sikumi","Male",2011,2,800,1600
"1595","Giraffe","Matetsi 1","Male",2017,3,800,2400
"1596","Giraffe","Ngamo & Sikumi","Male",2013,2,800,1600
"1597","Giraffe","Hwange 1","Male",2000,NA,800,NA
"1598","Giraffe","Ngamo & Sikumi","Male",2015,2,800,1600
"1599","Giraffe","Matetsi 3","Male",2012,4,800,3200
"1600","Giraffe","Matetsi 3","Male",2013,4,800,3200
"1601","Giraffe","Fuller","Male",2003,0,800,0
"1602","Giraffe","Matetsi 6","Male",2017,4,800,3200
"1603","Giraffe","Kazuma","Male",2001,3,800,2400
"1604","Giraffe","Matetsi 6","Male",2016,3,800,2400
"1605","Giraffe","Fuller","Male",2004,0,800,0
"1606","Giraffe","Matetsi 5","Male",2007,2,800,1600
"1607","Giraffe","Matetsi 5","Male",2009,2,800,1600
"1608","Giraffe","Hwange 2","Male",2011,1,800,800
"1609","Giraffe","Hwange 2","Male",2008,1,800,800
"1610","Giraffe","Ngamo & Sikumi","Male",2000,2,800,1600
"1611","Giraffe","Matetsi 3","Male",2009,4,800,3200
"1612","Giraffe","Fuller","Male",2000,NA,800,NA
"1613","Giraffe","Hwange 1","Male",2013,1,800,800
"1614","Giraffe","Matetsi 6","Male",2015,3,800,2400
"1615","Giraffe","Matetsi 6","Male",2012,3,800,2400
"1616","Giraffe","Matetsi 5","Male",2004,NA,800,NA
"1617","Giraffe","Matetsi 2","Male",2018,2,800,1600
"1618","Giraffe","Matetsi 1","Male",2004,3,800,2400
"1619","Giraffe","Matetsi 5","Male",2005,NA,800,NA
"1620","Giraffe","Fuller","Male",2005,0,800,0
"1621","Giraffe","Kazuma","Male",2003,3,800,2400
"1622","Giraffe","Kazuma","Male",2004,3,800,2400
"1623","Giraffe","Kazuma","Male",2009,4,800,3200
