"country","date","land use (tenure)","area_km2","npp"
"ZW",2009-05-15,"Forest (State)",1503.06800479149,7394.07286638021
"ZW",2009-05-15,"Mixed (Communal)",1755.59235584195,14489.143640399
"ZW",2009-05-15,"Mixed (Private)",2885.80229813681,1141.61413908005
"ZW",2009-05-15,"Wildlife (Communal)",2720.38140421689,19749.8403974175
"ZW",2009-05-15,"Wildlife (Private)",64.2702543464646,653.234252810478
"ZW",2009-05-15,"Wildlife (State)",10407.2959183416,150874.570780158
"ZW",2009-06-15,"Forest (State)",1503.06800479149,7614.55516344309
"ZW",2009-06-15,"Mixed (Communal)",1755.59235584195,15000.0886287689
"ZW",2009-06-15,"Mixed (Private)",2885.80229813681,1015.23624658585
"ZW",2009-06-15,"Wildlife (Communal)",2720.38140421689,19247.5177454352
"ZW",2009-06-15,"Wildlife (Private)",64.2702543464646,521.718489944935
"ZW",2009-06-15,"Wildlife (State)",10407.2959183416,140258.055554509
"ZW",2009-07-15,"Forest (State)",1503.06800479149,8483.72816437483
"ZW",2009-07-15,"Mixed (Communal)",1755.59235584195,15770.5804912448
"ZW",2009-07-15,"Mixed (Private)",2885.80229813681,1046.8307197094
"ZW",2009-07-15,"Wildlife (Communal)",2720.38140421689,20337.911331594
"ZW",2009-07-15,"Wildlife (Private)",64.2702543464646,544.661438703537
"ZW",2009-07-15,"Wildlife (State)",10407.2959183416,149615.220960379
"ZW",2009-08-15,"Forest (State)",1503.06800479149,3866.79927626252
"ZW",2009-08-15,"Mixed (Communal)",1755.59235584195,6626.36816042662
"ZW",2009-08-15,"Mixed (Private)",2885.80229813681,478.129916489124
"ZW",2009-08-15,"Wildlife (Communal)",2720.38140421689,8628.04928410053
"ZW",2009-08-15,"Wildlife (Private)",64.2702543464646,320.045279145241
"ZW",2009-08-15,"Wildlife (State)",10407.2959183416,72489.7086103559
"ZW",2009-09-15,"Forest (State)",1503.06800479149,-3450.57277527452
"ZW",2009-09-15,"Mixed (Communal)",1755.59235584195,-6740.40355780721
"ZW",2009-09-15,"Mixed (Private)",2885.80229813681,-406.515745520592
"ZW",2009-09-15,"Wildlife (Communal)",2720.38140421689,-10366.6751590967
"ZW",2009-09-15,"Wildlife (Private)",64.2702543464646,-199.875982910395
"ZW",2009-09-15,"Wildlife (State)",10407.2959183416,-49597.9492254853
"ZW",2009-10-15,"Forest (State)",1503.06800479149,-6035.14956736565
"ZW",2009-10-15,"Mixed (Communal)",1755.59235584195,-11460.8857282698
"ZW",2009-10-15,"Mixed (Private)",2885.80229813681,-690.866131186485
"ZW",2009-10-15,"Wildlife (Communal)",2720.38140421689,-16407.9545708299
"ZW",2009-10-15,"Wildlife (Private)",64.2702543464646,-455.702758312225
"ZW",2009-10-15,"Wildlife (State)",10407.2959183416,-91779.5430805087
"ZW",2009-11-15,"Forest (State)",1503.06800479149,-2634.37200133502
"ZW",2009-11-15,"Mixed (Communal)",1755.59235584195,-4798.93705393374
"ZW",2009-11-15,"Mixed (Private)",2885.80229813681,-311.732294261456
"ZW",2009-11-15,"Wildlife (Communal)",2720.38140421689,-6709.18502920866
"ZW",2009-11-15,"Wildlife (Private)",64.2702543464646,-198.015746772289
"ZW",2009-11-15,"Wildlife (State)",10407.2959183416,-42086.0197805986
"ZW",2009-12-15,"Forest (State)",1503.06800479149,-1121.73426844552
"ZW",2009-12-15,"Mixed (Communal)",1755.59235584195,-1608.27759865299
"ZW",2009-12-15,"Mixed (Private)",2885.80229813681,35.8070854842663
"ZW",2009-12-15,"Wildlife (Communal)",2720.38140421689,-1612.25589128211
"ZW",2009-12-15,"Wildlife (Private)",64.2702543464646,180.261810958385
"ZW",2009-12-15,"Wildlife (State)",10407.2959183416,10142.7402638271
"ZW",2010-01-15,"Forest (State)",1503.06800479149,4959.82097178698
"ZW",2010-01-15,"Mixed (Communal)",1755.59235584195,11079.8625267148
"ZW",2010-01-15,"Mixed (Private)",2885.80229813681,667.696850895882
"ZW",2010-01-15,"Wildlife (Communal)",2720.38140421689,13152.0845960677
"ZW",2010-01-15,"Wildlife (Private)",64.2702543464646,459.297244250774
"ZW",2010-01-15,"Wildlife (State)",10407.2959183416,105898.546797037
"ZW",2010-02-15,"Forest (State)",1503.06800479149,10756.4940186739
"ZW",2010-02-15,"Mixed (Communal)",1755.59235584195,29708.7108786106
"ZW",2010-02-15,"Mixed (Private)",2885.80229813681,1741.90951108932
"ZW",2010-02-15,"Wildlife (Communal)",2720.38140421689,36899.9196931124
"ZW",2010-02-15,"Wildlife (Private)",64.2702543464646,899.198827385902
"ZW",2010-02-15,"Wildlife (State)",10407.2959183416,222153.330688953
"ZW",2010-03-15,"Forest (State)",1503.06800479149,25894.7423458099
"ZW",2010-03-15,"Mixed (Communal)",1755.59235584195,58183.2574696541
"ZW",2010-03-15,"Mixed (Private)",2885.80229813681,3226.85038566589
"ZW",2010-03-15,"Wildlife (Communal)",2720.38140421689,72022.1533536911
"ZW",2010-03-15,"Wildlife (Private)",64.2702543464646,1365.76375508308
"ZW",2010-03-15,"Wildlife (State)",10407.2959183416,426636.639921188
"ZW",2010-04-15,"Forest (State)",1503.06800479149,19844.6337375641
"ZW",2010-04-15,"Mixed (Communal)",1755.59235584195,39667.7952024937
"ZW",2010-04-15,"Mixed (Private)",2885.80229813681,2342.20462799072
"ZW",2010-04-15,"Wildlife (Communal)",2720.38140421689,50171.1397805214
"ZW",2010-04-15,"Wildlife (Private)",64.2702543464646,1017.10234677792
"ZW",2010-04-15,"Wildlife (State)",10407.2959183416,296616.872986794
"ZW",2010-05-15,"Forest (State)",1503.06800479149,11729.4864081144
"ZW",2010-05-15,"Mixed (Communal)",1755.59235584195,22969.8721094728
"ZW",2010-05-15,"Mixed (Private)",2885.80229813681,1489.15359854698
"ZW",2010-05-15,"Wildlife (Communal)",2720.38140421689,30069.6933478713
"ZW",2010-05-15,"Wildlife (Private)",64.2702543464646,730.596452951431
"ZW",2010-05-15,"Wildlife (State)",10407.2959183416,191935.241626978
"ZW",2010-06-15,"Forest (State)",1503.06800479149,11121.0118439198
"ZW",2010-06-15,"Mixed (Communal)",1755.59235584195,21360.2361990809
"ZW",2010-06-15,"Mixed (Private)",2885.80229813681,1425.96452474594
"ZW",2010-06-15,"Wildlife (Communal)",2720.38140421689,27201.5924140811
"ZW",2010-06-15,"Wildlife (Private)",64.2702543464646,683.381907463074
"ZW",2010-06-15,"Wildlife (State)",10407.2959183416,181637.741294861
"ZW",2010-07-15,"Forest (State)",1503.06800479149,9401.71084195375
"ZW",2010-07-15,"Mixed (Communal)",1755.59235584195,18139.6356602311
"ZW",2010-07-15,"Mixed (Private)",2885.80229813681,1236.39768600464
"ZW",2010-07-15,"Wildlife (Communal)",2720.38140421689,22595.8246004581
"ZW",2010-07-15,"Wildlife (Private)",64.2702543464646,615.350382447243
"ZW",2010-07-15,"Wildlife (State)",10407.2959183416,159697.996487975
"ZW",2010-08-15,"Forest (State)",1503.06800479149,4576.78936234117
"ZW",2010-08-15,"Mixed (Communal)",1755.59235584195,8080.09837961197
"ZW",2010-08-15,"Mixed (Private)",2885.80229813681,572.91336774826
"ZW",2010-08-15,"Wildlife (Communal)",2720.38140421689,10064.2697144449
"ZW",2010-08-15,"Wildlife (Private)",64.2702543464646,350.990161895752
"ZW",2010-08-15,"Wildlife (State)",10407.2959183416,79083.448312223
"ZW",2010-09-15,"Forest (State)",1503.06800479149,-2886.21259063482
"ZW",2010-09-15,"Mixed (Communal)",1755.59235584195,-6331.32873335481
"ZW",2010-09-15,"Mixed (Private)",2885.80229813681,-343.326767385006
"ZW",2010-09-15,"Wildlife (Communal)",2720.38140421689,-8194.42132814229
"ZW",2010-09-15,"Wildlife (Private)",64.2702543464646,-129.718504548073
"ZW",2010-09-15,"Wildlife (State)",10407.2959183416,-36415.9603127837
"ZW",2010-10-15,"Forest (State)",1503.06800479149,-5937.62001049519
"ZW",2010-10-15,"Mixed (Communal)",1755.59235584195,-12689.3502665162
"ZW",2010-10-15,"Mixed (Private)",2885.80229813681,-848.838560581207
"ZW",2010-10-15,"Wildlife (Communal)",2720.38140421689,-16572.6298519373
"ZW",2010-10-15,"Wildlife (Private)",64.2702543464646,-447.700793087482
"ZW",2010-10-15,"Wildlife (State)",10407.2959183416,-90713.1260288954
"ZW",2010-11-15,"Forest (State)",1503.06800479149,-4584.69686825573
"ZW",2010-11-15,"Mixed (Communal)",1755.59235584195,-7307.06685492396
"ZW",2010-11-15,"Mixed (Private)",2885.80229813681,-469.704723656178
"ZW",2010-11-15,"Wildlife (Communal)",2720.38140421689,-10825.0019254237
"ZW",2010-11-15,"Wildlife (Private)",64.2702543464646,-253.763783723116
"ZW",2010-11-15,"Wildlife (State)",10407.2959183416,-35241.2953770123
"ZW",2010-12-15,"Forest (State)",1503.06800479149,5531.79920125008
"ZW",2010-12-15,"Mixed (Communal)",1755.59235584195,15218.4446028471
"ZW",2010-12-15,"Mixed (Private)",2885.80229813681,794.074807167053
"ZW",2010-12-15,"Wildlife (Communal)",2720.38140421689,18534.2499662042
"ZW",2010-12-15,"Wildlife (Private)",64.2702543464646,443.82479506731
"ZW",2010-12-15,"Wildlife (State)",10407.2959183416,101270.27944994
"ZW",2011-01-15,"Forest (State)",1503.06800479149,13321.228235364
"ZW",2011-01-15,"Mixed (Communal)",1755.59235584195,29888.1788191795
"ZW",2011-01-15,"Mixed (Private)",2885.80229813681,2057.85436987877
"ZW",2011-01-15,"Wildlife (Communal)",2720.38140421689,35942.9605234861
"ZW",2011-01-15,"Wildlife (Private)",64.2702543464646,845.576774477959
"ZW",2011-01-15,"Wildlife (State)",10407.2959183416,258209.905697584
"ZW",2011-02-15,"Forest (State)",1503.06800479149,16403.1967120171
"ZW",2011-02-15,"Mixed (Communal)",1755.59235584195,40169.1738563776
"ZW",2011-02-15,"Mixed (Private)",2885.80229813681,2721.33856058121
"ZW",2011-02-15,"Wildlife (Communal)",2720.38140421689,51545.5589306355
"ZW",2011-02-15,"Wildlife (Private)",64.2702543464646,1164.62208640575
"ZW",2011-02-15,"Wildlife (State)",10407.2959183416,324431.775983572
"ZW",2011-03-15,"Forest (State)",1503.06800479149,15026.1791274548
"ZW",2011-03-15,"Mixed (Communal)",1755.59235584195,36343.7299264669
"ZW",2011-03-15,"Mixed (Private)",2885.80229813681,2342.20462799072
"ZW",2011-03-15,"Wildlife (Communal)",2720.38140421689,46864.8210178614
"ZW",2011-03-15,"Wildlife (Private)",64.2702543464646,1094.73029482365
"ZW",2011-03-15,"Wildlife (State)",10407.2959183416,271497.838262081
"ZW",2011-04-15,"Forest (State)",1503.06800479149,10117.8131307364
"ZW",2011-04-15,"Mixed (Communal)",1755.59235584195,21768.4254850745
"ZW",2011-04-15,"Mixed (Private)",2885.80229813681,1362.77557849884
"ZW",2011-04-15,"Wildlife (Communal)",2720.38140421689,28617.7343382239
"ZW",2011-04-15,"Wildlife (Private)",64.2702543464646,753.539355397224
"ZW",2011-04-15,"Wildlife (State)",10407.2959183416,163437.188861251
"ZW",2011-05-15,"Forest (State)",1503.06800479149,6887.73422294855
"ZW",2011-05-15,"Mixed (Communal)",1755.59235584195,13347.1358848214
"ZW",2011-05-15,"Mixed (Private)",2885.80229813681,983.641709685326
"ZW",2011-05-15,"Wildlife (Communal)",2720.38140421689,17761.3662121296
"ZW",2011-05-15,"Wildlife (Private)",64.2702543464646,559.336597323418
"ZW",2011-05-15,"Wildlife (State)",10407.2959183416,126906.69768393
"ZW",2011-06-15,"Forest (State)",1503.06800479149,8389.83050251007
"ZW",2011-06-15,"Mixed (Communal)",1755.59235584195,16878.4842313528
"ZW",2011-06-15,"Mixed (Private)",2885.80229813681,1173.2086122036
"ZW",2011-06-15,"Wildlife (Communal)",2720.38140421689,21213.3148730993
"ZW",2011-06-15,"Wildlife (Private)",64.2702543464646,652.171261191368
"ZW",2011-06-15,"Wildlife (State)",10407.2959183416,149345.042510629
"ZW",2011-07-15,"Forest (State)",1503.06800479149,7451.38588285446
"ZW",2011-07-15,"Mixed (Communal)",1755.59235584195,15706.8011008501
"ZW",2011-07-15,"Mixed (Private)",2885.80229813681,1015.23624658585
"ZW",2011-07-15,"Wildlife (Communal)",2720.38140421689,20032.3602146506
"ZW",2011-07-15,"Wildlife (Private)",64.2702543464646,559.868124365807
"ZW",2011-07-15,"Wildlife (State)",10407.2959183416,122743.842458546
"ZW",2011-08-15,"Forest (State)",1503.06800479149,2593.33465594053
"ZW",2011-08-15,"Mixed (Communal)",1755.59235584195,5328.1003882885
"ZW",2011-08-15,"Mixed (Private)",2885.80229813681,446.535443365574
"ZW",2011-08-15,"Wildlife (Communal)",2720.38140421689,6825.83466249704
"ZW",2011-08-15,"Wildlife (Private)",64.2702543464646,311.777566552162
"ZW",2011-08-15,"Wildlife (State)",10407.2959183416,57852.3664062619
"ZW",2011-09-15,"Forest (State)",1503.06800479149,-1852.98423787951
"ZW",2011-09-15,"Mixed (Communal)",1755.59235584195,-4666.06297659874
"ZW",2011-09-15,"Mixed (Private)",2885.80229813681,-280.13778924942
"ZW",2011-09-15,"Wildlife (Communal)",2720.38140421689,-6669.91341726482
"ZW",2011-09-15,"Wildlife (Private)",64.2702543464646,-83.3011786043644
"ZW",2011-09-15,"Wildlife (State)",10407.2959183416,-26527.240017131
"ZW",2011-10-15,"Forest (State)",1503.06800479149,-4631.91138106585
"ZW",2011-10-15,"Mixed (Communal)",1755.59235584195,-11046.6731291413
"ZW",2011-10-15,"Mixed (Private)",2885.80229813681,-722.460604310036
"ZW",2011-10-15,"Wildlife (Communal)",2720.38140421689,-15513.3581276238
"ZW",2011-10-15,"Wildlife (Private)",64.2702543464646,-438.635820627213
"ZW",2011-10-15,"Wildlife (State)",10407.2959183416,-77293.9126161337
"ZW",2011-11-15,"Forest (State)",1503.06800479149,-3624.81496399641
"ZW",2011-11-15,"Mixed (Communal)",1755.59235584195,-9594.98022982478
"ZW",2011-11-15,"Mixed (Private)",2885.80229813681,-564.488174915314
"ZW",2011-11-15,"Wildlife (Communal)",2720.38140421689,-12983.5254992545
"ZW",2011-11-15,"Wildlife (Private)",64.2702543464646,-315.387785434723
"ZW",2011-11-15,"Wildlife (State)",10407.2959183416,-62375.3499510884
"ZW",2011-12-15,"Forest (State)",1503.06800479149,1737.62598592043
"ZW",2011-12-15,"Mixed (Communal)",1755.59235584195,3428.26773528568
"ZW",2011-12-15,"Mixed (Private)",2885.80229813681,288.562982082367
"ZW",2011-12-15,"Wildlife (Communal)",2720.38140421689,3548.98427173682
"ZW",2011-12-15,"Wildlife (Private)",64.2702543464646,266.157478868961
"ZW",2011-12-15,"Wildlife (State)",10407.2959183416,54167.5631266832
"ZW",2012-01-15,"Forest (State)",1503.06800479149,4941.30718034506
"ZW",2012-01-15,"Mixed (Communal)",1755.59235584195,11666.4569436908
"ZW",2012-01-15,"Mixed (Private)",2885.80229813681,762.480334043503
"ZW",2012-01-15,"Wildlife (Communal)",2720.38140421689,14863.0885815322
"ZW",2012-01-15,"Wildlife (Private)",64.2702543464646,552.397655487061
"ZW",2012-01-15,"Wildlife (State)",10407.2959183416,106336.381761193
"ZW",2012-02-15,"Forest (State)",1503.06800479149,12291.3663725853
"ZW",2012-02-15,"Mixed (Communal)",1755.59235584195,27669.7143902779
"ZW",2012-02-15,"Mixed (Private)",2885.80229813681,1457.55899786949
"ZW",2012-02-15,"Wildlife (Communal)",2720.38140421689,35394.2793732882
"ZW",2012-02-15,"Wildlife (Private)",64.2702543464646,854.375983953476
"ZW",2012-02-15,"Wildlife (State)",10407.2959183416,210023.348089695
"ZW",2012-03-15,"Forest (State)",1503.06800479149,12682.1043076515
"ZW",2012-03-15,"Mixed (Communal)",1755.59235584195,30070.4825406075
"ZW",2012-03-15,"Mixed (Private)",2885.80229813681,1805.09845733643
"ZW",2012-03-15,"Wildlife (Communal)",2720.38140421689,39861.4747130871
"ZW",2012-03-15,"Wildlife (Private)",64.2702543464646,869.848417520523
"ZW",2012-03-15,"Wildlife (State)",10407.2959183416,202248.154596806
"ZW",2012-04-15,"Forest (State)",1503.06800479149,6361.73022043705
"ZW",2012-04-15,"Mixed (Communal)",1755.59235584195,12513.395801425
"ZW",2012-04-15,"Mixed (Private)",2885.80229813681,888.858290314674
"ZW",2012-04-15,"Wildlife (Communal)",2720.38140421689,17187.6162510514
"ZW",2012-04-15,"Wildlife (Private)",64.2702543464646,543.864163756371
"ZW",2012-04-15,"Wildlife (State)",10407.2959183416,114299.905099273
"ZW",2012-05-15,"Forest (State)",1503.06800479149,4974.6142167449
"ZW",2012-05-15,"Mixed (Communal)",1755.59235584195,9160.80704247952
"ZW",2012-05-15,"Mixed (Private)",2885.80229813681,699.291324019432
"ZW",2012-05-15,"Wildlife (Communal)",2720.38140421689,11887.0649471581
"ZW",2012-05-15,"Wildlife (Private)",64.2702543464646,382.99802172184
"ZW",2012-05-15,"Wildlife (State)",10407.2959183416,93219.1177829504
"ZW",2012-06-15,"Forest (State)",1503.06800479149,7405.94293427467
"ZW",2012-06-15,"Mixed (Communal)",1755.59235584195,15050.9349657297
"ZW",2012-06-15,"Mixed (Private)",2885.80229813681,1015.23624658585
"ZW",2012-06-15,"Wildlife (Communal)",2720.38140421689,19028.0098157525
"ZW",2012-06-15,"Wildlife (Private)",64.2702543464646,514.779516875744
"ZW",2012-06-15,"Wildlife (State)",10407.2959183416,129185.928470373
"ZW",2012-07-15,"Forest (State)",1503.06800479149,6003.23613023758
"ZW",2012-07-15,"Mixed (Communal)",1755.59235584195,12574.2520875335
"ZW",2012-07-15,"Mixed (Private)",2885.80229813681,825.669280290604
"ZW",2012-07-15,"Wildlife (Communal)",2720.38140421689,15782.9015493989
"ZW",2012-07-15,"Wildlife (Private)",64.2702543464646,436.885821998119
"ZW",2012-07-15,"Wildlife (State)",10407.2959183416,105387.425302386
"ZW",2012-08-15,"Forest (State)",1503.06800479149,1486.13978795707
"ZW",2012-08-15,"Mixed (Communal)",1755.59235584195,2775.41342067719
"ZW",2012-08-15,"Mixed (Private)",2885.80229813681,256.968508958817
"ZW",2012-08-15,"Wildlife (Communal)",2720.38140421689,3291.38584905863
"ZW",2012-08-15,"Wildlife (Private)",64.2702543464646,165.055117756128
"ZW",2012-08-15,"Wildlife (State)",10407.2959183416,37189.9253344238
"ZW",2012-09-15,"Forest (State)",1503.06800479149,-2847.05906550586
"ZW",2012-09-15,"Mixed (Communal)",1755.59235584195,-6586.44692033529
"ZW",2012-09-15,"Mixed (Private)",2885.80229813681,-374.921272397041
"ZW",2012-09-15,"Wildlife (Communal)",2720.38140421689,-8793.53555181623
"ZW",2012-09-15,"Wildlife (Private)",64.2702543464646,-114.511815115809
"ZW",2012-09-15,"Wildlife (State)",10407.2959183416,-34570.546744287
"ZW",2012-10-15,"Forest (State)",1503.06800479149,-4963.56488594413
"ZW",2012-10-15,"Mixed (Communal)",1755.59235584195,-11343.1594945192
"ZW",2012-10-15,"Mixed (Private)",2885.80229813681,-659.271658062935
"ZW",2012-10-15,"Wildlife (Communal)",2720.38140421689,-14191.9704231024
"ZW",2012-10-15,"Wildlife (Private)",64.2702543464646,-269.767720907927
"ZW",2012-10-15,"Wildlife (State)",10407.2959183416,-73643.1251370311
"ZW",2012-11-15,"Forest (State)",1503.06800479149,-3115.81893244386
"ZW",2012-11-15,"Mixed (Communal)",1755.59235584195,-9788.00184962153
"ZW",2012-11-15,"Mixed (Private)",2885.80229813681,-532.893701791763
"ZW",2012-11-15,"Wildlife (Communal)",2720.38140421689,-12243.2401020825
"ZW",2012-11-15,"Wildlife (Private)",64.2702543464646,-269.767713367939
"ZW",2012-11-15,"Wildlife (State)",10407.2959183416,-56256.0002225041
"ZW",2012-12-15,"Forest (State)",1503.06800479149,2473.30513742566
"ZW",2012-12-15,"Mixed (Communal)",1755.59235584195,7152.46064789593
"ZW",2012-12-15,"Mixed (Private)",2885.80229813681,414.940938353539
"ZW",2012-12-15,"Wildlife (Communal)",2720.38140421689,8369.21069438756
"ZW",2012-12-15,"Wildlife (Private)",64.2702543464646,234.415351867676
"ZW",2012-12-15,"Wildlife (State)",10407.2959183416,64743.0945775509
"ZW",2013-01-15,"Forest (State)",1503.06800479149,16925.0372328758
"ZW",2013-01-15,"Mixed (Communal)",1755.59235584195,42454.7828056812
"ZW",2013-01-15,"Mixed (Private)",2885.80229813681,2373.79922866821
"ZW",2013-01-15,"Wildlife (Communal)",2720.38140421689,50390.2045619488
"ZW",2013-01-15,"Wildlife (Private)",64.2702543464646,1001.62991213799
"ZW",2013-01-15,"Wildlife (State)",10407.2959183416,301792.818929195
"ZW",2013-02-15,"Forest (State)",1503.06800479149,15279.7027891874
"ZW",2013-02-15,"Mixed (Communal)",1755.59235584195,39175.3644829988
"ZW",2013-02-15,"Mixed (Private)",2885.80229813681,2531.7717218399
"ZW",2013-02-15,"Wildlife (Communal)",2720.38140421689,49237.5377132893
"ZW",2013-02-15,"Wildlife (Private)",64.2702543464646,1141.94487047195
"ZW",2013-02-15,"Wildlife (State)",10407.2959183416,290438.352181673
"ZW",2013-03-15,"Forest (State)",1503.06800479149,3331.31694978476
"ZW",2013-03-15,"Mixed (Communal)",1755.59235584195,7552.1457529664
"ZW",2013-03-15,"Mixed (Private)",2885.80229813681,730.885797142982
"ZW",2013-03-15,"Wildlife (Communal)",2720.38140421689,11053.4429988265
"ZW",2013-03-15,"Wildlife (Private)",64.2702543464646,514.513785123825
"ZW",2013-03-15,"Wildlife (State)",10407.2959183416,84553.074985683
"ZW",2013-04-15,"Forest (State)",1503.06800479149,1932.50790971518
"ZW",2013-04-15,"Mixed (Communal)",1755.59235584195,3376.535488341
"ZW",2013-04-15,"Mixed (Private)",2885.80229813681,351.751960217953
"ZW",2013-04-15,"Wildlife (Communal)",2720.38140421689,3955.51966926083
"ZW",2013-04-15,"Wildlife (Private)",64.2702543464646,335.251965343952
"ZW",2013-04-15,"Wildlife (State)",10407.2959183416,60257.7402414083
"ZW",2013-05-15,"Forest (State)",1503.06800479149,6654.67323893309
"ZW",2013-05-15,"Mixed (Communal)",1755.59235584195,12376.8012439907
"ZW",2013-05-15,"Mixed (Private)",2885.80229813681,983.641709685326
"ZW",2013-05-15,"Wildlife (Communal)",2720.38140421689,16128.6692785323
"ZW",2013-05-15,"Wildlife (Private)",64.2702543464646,528.923225998878
"ZW",2013-05-15,"Wildlife (State)",10407.2959183416,125623.487749696
"ZW",2013-06-15,"Forest (State)",1503.06800479149,14535.6969680786
"ZW",2013-06-15,"Mixed (Communal)",1755.59235584195,29494.6057130098
"ZW",2013-06-15,"Mixed (Private)",2885.80229813681,2026.25989675522
"ZW",2013-06-15,"Wildlife (Communal)",2720.38140421689,37290.2735892534
"ZW",2013-06-15,"Wildlife (Private)",64.2702543464646,962.948828220367
"ZW",2013-06-15,"Wildlife (State)",10407.2959183416,235668.212023973
"ZW",2013-07-15,"Forest (State)",1503.06800479149,15469.9785901308
"ZW",2013-07-15,"Mixed (Communal)",1755.59235584195,32003.6223174334
"ZW",2013-07-15,"Mixed (Private)",2885.80229813681,2057.85436987877
"ZW",2013-07-15,"Wildlife (Communal)",2720.38140421689,39933.7578332424
"ZW",2013-07-15,"Wildlife (Private)",64.2702543464646,1041.10827207565
"ZW",2013-07-15,"Wildlife (State)",10407.2959183416,243246.697933435
"ZW",2013-08-15,"Forest (State)",1503.06800479149,6718.00991874933
"ZW",2013-08-15,"Mixed (Communal)",1755.59235584195,13206.7324290276
"ZW",2013-08-15,"Mixed (Private)",2885.80229813681,1046.8307197094
"ZW",2013-08-15,"Wildlife (Communal)",2720.38140421689,16902.9704990983
"ZW",2013-08-15,"Wildlife (Private)",64.2702543464646,552.663404464722
"ZW",2013-08-15,"Wildlife (State)",10407.2959183416,127572.128775358
"ZW",2013-09-15,"Forest (State)",1503.06800479149,-248.57480372116
"ZW",2013-09-15,"Mixed (Communal)",1755.59235584195,-940.18698688969
"ZW",2013-09-15,"Mixed (Private)",2885.80229813681,67.4015745520592
"ZW",2013-09-15,"Wildlife (Communal)",2720.38140421689,-1489.657473417
"ZW",2013-09-15,"Wildlife (Private)",64.2702543464646,63.9527566432953
"ZW",2013-09-15,"Wildlife (State)",10407.2959183416,8642.14960497618
"ZW",2013-10-15,"Forest (State)",1503.06800479149,-3262.68899542093
"ZW",2013-10-15,"Mixed (Communal)",1755.59235584195,-6890.81699591875
"ZW",2013-10-15,"Mixed (Private)",2885.80229813681,-374.921272397041
"ZW",2013-10-15,"Wildlife (Communal)",2720.38140421689,-9414.32291537523
"ZW",2013-10-15,"Wildlife (Private)",64.2702543464646,-168.931100159883
"ZW",2013-10-15,"Wildlife (State)",10407.2959183416,-47534.6816748679
"ZW",2013-11-15,"Forest (State)",1503.06800479149,1006.73032580316
"ZW",2013-11-15,"Mixed (Communal)",1755.59235584195,2487.43112920225
"ZW",2013-11-15,"Mixed (Private)",2885.80229813681,98.9960636198521
"ZW",2013-11-15,"Wildlife (Communal)",2720.38140421689,1934.32875576615
"ZW",2013-11-15,"Wildlife (Private)",64.2702543464646,56.4822839945555
"ZW",2013-11-15,"Wildlife (State)",10407.2959183416,14631.992254246
"ZW",2013-12-15,"Forest (State)",1503.06800479149,14358.7973864079
"ZW",2013-12-15,"Mixed (Communal)",1755.59235584195,35921.0134917498
"ZW",2013-12-15,"Mixed (Private)",2885.80229813681,1520.74807167053
"ZW",2013-12-15,"Wildlife (Communal)",2720.38140421689,42353.7776815891
"ZW",2013-12-15,"Wildlife (Private)",64.2702543464646,784.75000166893
"ZW",2013-12-15,"Wildlife (State)",10407.2959183416,245094.885567904
"ZW",2014-01-15,"Forest (State)",1503.06800479149,28898.8466992378
"ZW",2014-01-15,"Mixed (Communal)",1755.59235584195,68082.9917206764
"ZW",2014-01-15,"Mixed (Private)",2885.80229813681,3448.01182508469
"ZW",2014-01-15,"Wildlife (Communal)",2720.38140421689,78916.1889796257
"ZW",2014-01-15,"Wildlife (Private)",64.2702543464646,1435.92129349709
"ZW",2014-01-15,"Wildlife (State)",10407.2959183416,459688.549538612
"ZW",2014-02-15,"Forest (State)",1503.06800479149,29957.4978489876
"ZW",2014-02-15,"Mixed (Communal)",1755.59235584195,72303.247679472
"ZW",2014-02-15,"Mixed (Private)",2885.80229813681,3953.52365016937
"ZW",2014-02-15,"Wildlife (Communal)",2720.38140421689,87399.6926448345
"ZW",2014-02-15,"Wildlife (Private)",64.2702543464646,1868.35231566429
"ZW",2014-02-15,"Wildlife (State)",10407.2959183416,518959.217822552
"ZW",2014-03-15,"Forest (State)",1503.06800479149,41640.7558178902
"ZW",2014-03-15,"Mixed (Communal)",1755.59235584195,94892.4510011673
"ZW",2014-03-15,"Mixed (Private)",2885.80229813681,5406.87017917633
"ZW",2014-03-15,"Wildlife (Communal)",2720.38140421689,114073.413818359
"ZW",2014-03-15,"Wildlife (Private)",64.2702543464646,2294.64176034927
"ZW",2014-03-15,"Wildlife (State)",10407.2959183416,670504.219863415
"ZW",2014-04-15,"Forest (State)",1503.06800479149,32778.7679979801
"ZW",2014-04-15,"Mixed (Communal)",1755.59235584195,69274.0752475262
"ZW",2014-04-15,"Mixed (Private)",2885.80229813681,4680.19691467285
"ZW",2014-04-15,"Wildlife (Communal)",2720.38140421689,87397.6562690735
"ZW",2014-04-15,"Wildlife (Private)",64.2702543464646,1955.04528141022
"ZW",2014-04-15,"Wildlife (State)",10407.2959183416,525995.634519577
"ZW",2014-05-15,"Forest (State)",1503.06800479149,22054.5951701403
"ZW",2014-05-15,"Mixed (Communal)",1755.59235584195,44587.9436459541
"ZW",2014-05-15,"Mixed (Private)",2885.80229813681,3163.66143941879
"ZW",2014-05-15,"Wildlife (Communal)",2720.38140421689,57185.5004556179
"ZW",2014-05-15,"Wildlife (Private)",64.2702543464646,1436.45272898674
