"country","date","land use (tenure)","area_km2","npp"
"BW",2015-06-15,"Wildlife (State)",405.799737951947,5188.92511761189
"BW",2015-07-15,"Commercial Agriculture (Private)",285.644852714432,1844.2145254612
"BW",2015-07-15,"Forest (State)",2525.80424739454,30765.0848203301
"BW",2015-07-15,"Mixed (Private)",2796.3728082893,25680.1103483438
"BW",2015-07-15,"Wildlife (State)",405.799737951947,3938.66925311089
"BW",2015-08-15,"Commercial Agriculture (Private)",285.644852714432,1035.89764720201
"BW",2015-08-15,"Forest (State)",2525.80424739454,15625.5668465793
"BW",2015-08-15,"Mixed (Private)",2796.3728082893,13280.6318107247
"BW",2015-08-15,"Wildlife (State)",405.799737951947,1800.60827240348
"BW",2015-09-15,"Commercial Agriculture (Private)",285.644852714432,5.47440786845982
"BW",2015-09-15,"Forest (State)",2525.80424739454,-3754.61028416269
"BW",2015-09-15,"Mixed (Private)",2796.3728082893,-1935.48029848933
"BW",2015-09-15,"Wildlife (State)",405.799737951947,-725.00198174268
"BW",2015-10-15,"Commercial Agriculture (Private)",285.644852714432,-447.685056000948
"BW",2015-10-15,"Forest (State)",2525.80424739454,-11863.5570313036
"BW",2015-10-15,"Mixed (Private)",2796.3728082893,-8022.67521895468
"BW",2015-10-15,"Wildlife (State)",405.799737951947,-1737.79722544551
"BW",2015-11-15,"Commercial Agriculture (Private)",285.644852714432,9.22440938465297
"BW",2015-11-15,"Forest (State)",2525.80424739454,-2998.29133112729
"BW",2015-11-15,"Mixed (Private)",2796.3728082893,-871.750018725172
"BW",2015-11-15,"Wildlife (State)",405.799737951947,-533.161417324096
"BW",2015-12-15,"Commercial Agriculture (Private)",285.644852714432,647.049208581448
"BW",2015-12-15,"Forest (State)",2525.80424739454,326.570896245539
"BW",2015-12-15,"Mixed (Private)",2796.3728082893,7332.15751528554
"BW",2015-12-15,"Wildlife (State)",405.799737951947,563.669297426939
"BW",2016-01-15,"Commercial Agriculture (Private)",285.644852714432,1104.34254455566
"BW",2016-01-15,"Forest (State)",2525.80424739454,12545.193143189
"BW",2016-01-15,"Mixed (Private)",2796.3728082893,14617.1083754599
"BW",2016-01-15,"Wildlife (State)",405.799737951947,1475.48036161065
"BW",2016-02-15,"Commercial Agriculture (Private)",285.644852714432,1841.55707347393
"BW",2016-02-15,"Forest (State)",2525.80424739454,22742.7715869546
"BW",2016-02-15,"Mixed (Private)",2796.3728082893,25157.8857741952
"BW",2016-02-15,"Wildlife (State)",405.799737951947,3115.08656018972
"BW",2016-03-15,"Commercial Agriculture (Private)",285.644852714432,5607.02942228317
"BW",2016-03-15,"Forest (State)",2525.80424739454,70698.5981771946
"BW",2016-03-15,"Mixed (Private)",2796.3728082893,68143.2201623917
"BW",2016-03-15,"Wildlife (State)",405.799737951947,9301.34669280052
"BW",2016-04-15,"Commercial Agriculture (Private)",285.644852714432,5169.51963639259
"BW",2016-04-15,"Forest (State)",2525.80424739454,58750.5966119766
"BW",2016-04-15,"Mixed (Private)",2796.3728082893,58401.6355128288
"BW",2016-04-15,"Wildlife (State)",405.799737951947,8542.19298958778
"BW",2016-05-15,"Commercial Agriculture (Private)",285.644852714432,4010.41534423828
"BW",2016-05-15,"Forest (State)",2525.80424739454,49577.1219861507
"BW",2016-05-15,"Mixed (Private)",2796.3728082893,46167.1577183008
"BW",2016-05-15,"Wildlife (State)",405.799737951947,6935.00791120529
"BW",2016-06-15,"Commercial Agriculture (Private)",285.644852714432,3209.9527939558
"BW",2016-06-15,"Forest (State)",2525.80424739454,44448.9238327742
"BW",2016-06-15,"Mixed (Private)",2796.3728082893,40781.9804682732
"BW",2016-06-15,"Wildlife (State)",405.799737951947,6206.12018573284
"BW",2016-07-15,"Commercial Agriculture (Private)",285.644852714432,2836.54725599289
"BW",2016-07-15,"Forest (State)",2525.80424739454,43995.0843148232
"BW",2016-07-15,"Mixed (Private)",2796.3728082893,38077.7282277346
"BW",2016-07-15,"Wildlife (State)",405.799737951947,5916.83851802349
"BW",2016-08-15,"Commercial Agriculture (Private)",285.644852714432,1173.67322415113
"BW",2016-08-15,"Forest (State)",2525.80424739454,17272.3483917713
"BW",2016-08-15,"Mixed (Private)",2796.3728082893,14902.816793859
"BW",2016-08-15,"Wildlife (State)",405.799737951947,2138.66928747296
"BW",2016-09-15,"Commercial Agriculture (Private)",285.644852714432,68.7519678864628
"BW",2016-09-15,"Forest (State)",2525.80424739454,-3143.59641242214
"BW",2016-09-15,"Mixed (Private)",2796.3728082893,-1669.0826637987
"BW",2016-09-15,"Wildlife (State)",405.799737951947,-719.746072165668
"BW",2016-10-15,"Commercial Agriculture (Private)",285.644852714432,-719.07282808423
"BW",2016-10-15,"Forest (State)",2525.80424739454,-14629.1377934813
"BW",2016-10-15,"Mixed (Private)",2796.3728082893,-10007.7835693657
"BW",2016-10-15,"Wildlife (State)",405.799737951947,-1855.78937232494
"BW",2016-11-15,"Commercial Agriculture (Private)",285.644852714432,271.429137229919
"BW",2016-11-15,"Forest (State)",2525.80424739454,879.297255448997
"BW",2016-11-15,"Mixed (Private)",2796.3728082893,2072.3543415051
"BW",2016-11-15,"Wildlife (State)",405.799737951947,48.35432754457
"ZW",2000-02-15,"Forest (State)",1503.06800479149,28735.1458539963
"ZW",2000-02-15,"Mixed (Communal)",1755.59235584195,71477.1265976429
"ZW",2000-02-15,"Mixed (Private)",2885.80229813681,3132.0668387413
"ZW",2000-02-15,"Wildlife (Communal)",2720.38140421689,88770.8341317177
"ZW",2000-02-15,"Wildlife (Private)",64.2702543464646,1449.00199484825
"ZW",2000-02-15,"Wildlife (State)",10407.2959183416,461289.355791569
"ZW",2000-03-15,"Forest (State)",1503.06800479149,26317.8127140999
"ZW",2000-03-15,"Mixed (Communal)",1755.59235584195,62098.7007186413
"ZW",2000-03-15,"Mixed (Private)",2885.80229813681,3132.0668387413
"ZW",2000-03-15,"Wildlife (Communal)",2720.38140421689,75503.2161757946
"ZW",2000-03-15,"Wildlife (Private)",64.2702543464646,1373.23425412178
"ZW",2000-03-15,"Wildlife (State)",10407.2959183416,400802.976779938
"ZW",2000-04-15,"Forest (State)",1503.06800479149,17423.9352060556
"ZW",2000-04-15,"Mixed (Communal)",1755.59235584195,38713.9372740984
"ZW",2000-04-15,"Mixed (Private)",2885.80229813681,2626.55501365662
"ZW",2000-04-15,"Wildlife (Communal)",2720.38140421689,50137.9510418177
"ZW",2000-04-15,"Wildlife (Private)",64.2702543464646,1210.77360796928
"ZW",2000-04-15,"Wildlife (State)",10407.2959183416,340978.725613594
"ZW",2000-05-15,"Forest (State)",1503.06800479149,13701.3366962671
"ZW",2000-05-15,"Mixed (Communal)",1755.59235584195,28732.7952818871
"ZW",2000-05-15,"Mixed (Private)",2885.80229813681,2089.44884300232
"ZW",2000-05-15,"Wildlife (Communal)",2720.38140421689,38211.7699549198
"ZW",2000-05-15,"Wildlife (Private)",64.2702543464646,962.948859453201
"ZW",2000-05-15,"Wildlife (State)",10407.2959183416,253271.304736376
"ZW",2000-06-15,"Forest (State)",1503.06800479149,12571.9075773954
"ZW",2000-06-15,"Mixed (Communal)",1755.59235584195,25370.2852689028
"ZW",2000-06-15,"Mixed (Private)",2885.80229813681,1678.72043728828
"ZW",2000-06-15,"Wildlife (Communal)",2720.38140421689,32831.1103405952
"ZW",2000-06-15,"Wildlife (Private)",64.2702543464646,722.860235095024
"ZW",2000-06-15,"Wildlife (State)",10407.2959183416,203076.815003395
"ZW",2000-07-15,"Forest (State)",1503.06800479149,11710.7953015566
"ZW",2000-07-15,"Mixed (Communal)",1755.59235584195,24218.5334908962
"ZW",2000-07-15,"Mixed (Private)",2885.80229813681,1583.93701791763
"ZW",2000-07-15,"Wildlife (Communal)",2720.38140421689,30594.3090314865
"ZW",2000-07-15,"Wildlife (Private)",64.2702543464646,707.387801527977
"ZW",2000-07-15,"Wildlife (State)",10407.2959183416,189324.885918617
"ZW",2000-08-15,"Forest (State)",1503.06800479149,6812.43899077177
"ZW",2000-08-15,"Mixed (Communal)",1755.59235584195,13393.5531257987
"ZW",2000-08-15,"Mixed (Private)",2885.80229813681,1078.42519283295
"ZW",2000-08-15,"Wildlife (Communal)",2720.38140421689,17329.6732858419
"ZW",2000-08-15,"Wildlife (Private)",64.2702543464646,513.450808048248
"ZW",2000-08-15,"Wildlife (State)",10407.2959183416,127150.062591434
"ZW",2000-09-15,"Forest (State)",1503.06800479149,538.127950564027
"ZW",2000-09-15,"Mixed (Communal)",1755.59235584195,1336.03346307948
"ZW",2000-09-15,"Mixed (Private)",2885.80229813681,320.157487094402
"ZW",2000-09-15,"Wildlife (Communal)",2720.38140421689,2251.39566968009
"ZW",2000-09-15,"Wildlife (Private)",64.2702543464646,203.470476925373
"ZW",2000-09-15,"Wildlife (State)",10407.2959183416,37218.6261748075
"ZW",2000-10-15,"Forest (State)",1503.06800479149,2793.26574370265
"ZW",2000-10-15,"Mixed (Communal)",1755.59235584195,6704.67520219088
"ZW",2000-10-15,"Mixed (Private)",2885.80229813681,541.31889462471
"ZW",2000-10-15,"Wildlife (Communal)",2720.38140421689,8138.54128089547
"ZW",2000-10-15,"Wildlife (Private)",64.2702543464646,358.992127120495
"ZW",2000-10-15,"Wildlife (State)",10407.2959183416,59781.3427687883
"ZW",2000-11-15,"Forest (State)",1503.06800479149,20143.6001926661
"ZW",2000-11-15,"Mixed (Communal)",1755.59235584195,44356.6536215544
"ZW",2000-11-15,"Mixed (Private)",2885.80229813681,2974.09460067749
"ZW",2000-11-15,"Wildlife (Communal)",2720.38140421689,60160.6964056492
"ZW",2000-11-15,"Wildlife (Private)",64.2702543464646,1591.17718744278
"ZW",2000-11-15,"Wildlife (State)",10407.2959183416,364020.852025032
"ZW",2000-12-15,"Forest (State)",1503.06800479149,21982.4879844189
"ZW",2000-12-15,"Mixed (Communal)",1755.59235584195,54073.641869545
"ZW",2000-12-15,"Mixed (Private)",2885.80229813681,2816.1221075058
"ZW",2000-12-15,"Wildlife (Communal)",2720.38140421689,67368.610408783
"ZW",2000-12-15,"Wildlife (Private)",64.2702543464646,1372.43700933456
"ZW",2000-12-15,"Wildlife (State)",10407.2959183416,337359.650238037
"ZW",2001-01-15,"Forest (State)",1503.06800479149,25515.6969344616
"ZW",2001-01-15,"Mixed (Communal)",1755.59235584195,58745.6692528725
"ZW",2001-01-15,"Mixed (Private)",2885.80229813681,2721.33856058121
"ZW",2001-01-15,"Wildlife (Communal)",2720.38140421689,71865.5096828938
"ZW",2001-01-15,"Wildlife (Private)",64.2702543464646,1389.23818349838
"ZW",2001-01-15,"Wildlife (State)",10407.2959183416,324900.791658401
"ZW",2001-02-15,"Forest (State)",1503.06800479149,16611.631844759
"ZW",2001-02-15,"Mixed (Communal)",1755.59235584195,41958.5430314541
"ZW",2001-02-15,"Mixed (Private)",2885.80229813681,1994.66529607773
"ZW",2001-02-15,"Wildlife (Communal)",2720.38140421689,51951.3268955946
"ZW",2001-02-15,"Wildlife (Private)",64.2702543464646,992.830703735352
"ZW",2001-02-15,"Wildlife (State)",10407.2959183416,279321.69605875
"ZW",2001-03-15,"Forest (State)",1503.06800479149,24459.1711349487
"ZW",2001-03-15,"Mixed (Communal)",1755.59235584195,59180.2562556267
"ZW",2001-03-15,"Mixed (Private)",2885.80229813681,3132.0668387413
"ZW",2001-03-15,"Wildlife (Communal)",2720.38140421689,73593.610008955
"ZW",2001-03-15,"Wildlife (Private)",64.2702543464646,1482.33859419823
"ZW",2001-03-15,"Wildlife (State)",10407.2959183416,386832.542603493
"ZW",2001-04-15,"Forest (State)",1503.06800479149,14576.9765371084
"ZW",2001-04-15,"Mixed (Communal)",1755.59235584195,32785.2756857872
"ZW",2001-04-15,"Mixed (Private)",2885.80229813681,2057.85436987877
"ZW",2001-04-15,"Wildlife (Communal)",2720.38140421689,43709.2107245922
"ZW",2001-04-15,"Wildlife (Private)",64.2702543464646,1017.36812698841
"ZW",2001-04-15,"Wildlife (State)",10407.2959183416,256087.996067524
"ZW",2001-05-15,"Forest (State)",1503.06800479149,15722.7046726942
"ZW",2001-05-15,"Mixed (Communal)",1755.59235584195,32048.8878178596
"ZW",2001-05-15,"Mixed (Private)",2885.80229813681,2342.20462799072
"ZW",2001-05-15,"Wildlife (Communal)",2720.38140421689,43045.3130387068
"ZW",2001-05-15,"Wildlife (Private)",64.2702543464646,994.4251922369
"ZW",2001-05-15,"Wildlife (State)",10407.2959183416,287639.430727243
"ZW",2001-06-15,"Forest (State)",1503.06800479149,14676.9865068197
"ZW",2001-06-15,"Mixed (Communal)",1755.59235584195,28565.9053823948
"ZW",2001-06-15,"Mixed (Private)",2885.80229813681,1963.07082295418
"ZW",2001-06-15,"Wildlife (Communal)",2720.38140421689,37418.5708907843
"ZW",2001-06-15,"Wildlife (Private)",64.2702543464646,801.01967895031
"ZW",2001-06-15,"Wildlife (State)",10407.2959183416,241122.365437508
"ZW",2001-07-15,"Forest (State)",1503.06800479149,13703.2853872776
"ZW",2001-07-15,"Mixed (Communal)",1755.59235584195,27794.5275814533
"ZW",2001-07-15,"Mixed (Private)",2885.80229813681,1741.90951108932
"ZW",2001-07-15,"Wildlife (Communal)",2720.38140421689,35665.0471907854
"ZW",2001-07-15,"Wildlife (Private)",64.2702543464646,702.309065937996
"ZW",2001-07-15,"Wildlife (State)",10407.2959183416,218857.938122749
"ZW",2001-08-15,"Forest (State)",1503.06800479149,4548.79725345969
"ZW",2001-08-15,"Mixed (Communal)",1755.59235584195,9430.18697306514
"ZW",2001-08-15,"Mixed (Private)",2885.80229813681,667.696850895882
"ZW",2001-08-15,"Wildlife (Communal)",2720.38140421689,12380.9134589136
"ZW",2001-08-15,"Wildlife (Private)",64.2702543464646,328.312992274761
"ZW",2001-08-15,"Wildlife (State)",10407.2959183416,83144.0193837881
"ZW",2001-09-15,"Forest (State)",1503.06800479149,1697.49806155264
"ZW",2001-09-15,"Mixed (Communal)",1755.59235584195,4219.39968131483
"ZW",2001-09-15,"Mixed (Private)",2885.80229813681,446.535443365574
"ZW",2001-09-15,"Wildlife (Communal)",2720.38140421689,5882.04533995688
"ZW",2001-09-15,"Wildlife (Private)",64.2702543464646,273.627963364124
"ZW",2001-09-15,"Wildlife (State)",10407.2959183416,51417.2482231557
"ZW",2001-10-15,"Forest (State)",1503.06800479149,8949.4961412549
"ZW",2001-10-15,"Mixed (Communal)",1755.59235584195,18807.903421104
"ZW",2001-10-15,"Mixed (Private)",2885.80229813681,1110.0196659565
"ZW",2001-10-15,"Wildlife (Communal)",2720.38140421689,21548.8661946654
"ZW",2001-10-15,"Wildlife (Private)",64.2702543464646,514.248021066189
"ZW",2001-10-15,"Wildlife (State)",10407.2959183416,136049.610906363
"ZW",2001-11-15,"Forest (State)",1503.06800479149,21689.9879908562
"ZW",2001-11-15,"Mixed (Communal)",1755.59235584195,47365.8956719637
"ZW",2001-11-15,"Mixed (Private)",2885.80229813681,3132.0668387413
"ZW",2001-11-15,"Wildlife (Communal)",2720.38140421689,55569.0725170374
"ZW",2001-11-15,"Wildlife (Private)",64.2702543464646,1498.3425257206
"ZW",2001-11-15,"Wildlife (State)",10407.2959183416,368838.567559004
"ZW",2001-12-15,"Forest (State)",1503.06800479149,28922.4978425503
"ZW",2001-12-15,"Mixed (Communal)",1755.59235584195,70708.4049875736
"ZW",2001-12-15,"Mixed (Private)",2885.80229813681,3858.74010324478
"ZW",2001-12-15,"Wildlife (Communal)",2720.38140421689,81986.3457922935
"ZW",2001-12-15,"Wildlife (Private)",64.2702543464646,1644.26768422127
"ZW",2001-12-15,"Wildlife (State)",10407.2959183416,475046.479620457
"ZW",2002-01-15,"Forest (State)",1503.06800479149,32617.3701474667
"ZW",2002-01-15,"Mixed (Communal)",1755.59235584195,76982.0958673954
"ZW",2002-01-15,"Mixed (Private)",2885.80229813681,3700.76761007309
"ZW",2002-01-15,"Wildlife (Communal)",2720.38140421689,87181.4554026127
"ZW",2002-01-15,"Wildlife (Private)",64.2702543464646,1629.06099748611
"ZW",2002-01-15,"Wildlife (State)",10407.2959183416,470841.932120323
"ZW",2002-02-15,"Forest (State)",1503.06800479149,29491.1107857227
"ZW",2002-02-15,"Mixed (Communal)",1755.59235584195,66933.2789969444
"ZW",2002-02-15,"Mixed (Private)",2885.80229813681,3669.17326450348
"ZW",2002-02-15,"Wildlife (Communal)",2720.38140421689,78467.4591007233
"ZW",2002-02-15,"Wildlife (Private)",64.2702543464646,1535.96058678627
"ZW",2002-02-15,"Wildlife (State)",10407.2959183416,436451.775053024
"ZW",2002-03-15,"Forest (State)",1503.06800479149,16770.815092206
"ZW",2002-03-15,"Mixed (Communal)",1755.59235584195,38384.8525639772
"ZW",2002-03-15,"Mixed (Private)",2885.80229813681,2152.63778924942
"ZW",2002-03-15,"Wildlife (Communal)",2720.38140421689,44872.419372797
"ZW",2002-03-15,"Wildlife (Private)",64.2702543464646,978.421262860298
"ZW",2002-03-15,"Wildlife (State)",10407.2959183416,259709.196948051
"ZW",2002-04-15,"Forest (State)",1503.06800479149,11066.8877273798
"ZW",2002-04-15,"Mixed (Communal)",1755.59235584195,23752.6773694754
"ZW",2002-04-15,"Mixed (Private)",2885.80229813681,1710.31491041183
"ZW",2002-04-15,"Wildlife (Communal)",2720.38140421689,29538.432911396
"ZW",2002-04-15,"Wildlife (Private)",64.2702543464646,784.75000166893
"ZW",2002-04-15,"Wildlife (State)",10407.2959183416,198598.488382936
"ZW",2002-05-15,"Forest (State)",1503.06800479149,10284.9684458971
"ZW",2002-05-15,"Mixed (Communal)",1755.59235584195,21019.8130454421
"ZW",2002-05-15,"Mixed (Private)",2885.80229813681,1489.15359854698
"ZW",2002-05-15,"Wildlife (Communal)",2720.38140421689,25683.5512756109
"ZW",2002-05-15,"Wildlife (Private)",64.2702543464646,699.120088934898
"ZW",2002-05-15,"Wildlife (State)",10407.2959183416,172226.893220186
"ZW",2002-06-15,"Forest (State)",1503.06800479149,11138.2852213383
"ZW",2002-06-15,"Mixed (Communal)",1755.59235584195,23661.3488738537
"ZW",2002-06-15,"Mixed (Private)",2885.80229813681,1425.96452474594
"ZW",2002-06-15,"Wildlife (Communal)",2720.38140421689,27943.5610738993
"ZW",2002-06-15,"Wildlife (Private)",64.2702543464646,730.064957141876
"ZW",2002-06-15,"Wildlife (State)",10407.2959183416,170636.067384481
"ZW",2002-07-15,"Forest (State)",1503.06800479149,8234.98825889826
"ZW",2002-07-15,"Mixed (Communal)",1755.59235584195,17667.5787736773
"ZW",2002-07-15,"Mixed (Private)",2885.80229813681,1110.0196659565
"ZW",2002-07-15,"Wildlife (Communal)",2720.38140421689,21866.2283365726
"ZW",2002-07-15,"Wildlife (Private)",64.2702543464646,575.872054815292
"ZW",2002-07-15,"Wildlife (State)",10407.2959183416,132389.610337496
"ZW",2002-08-15,"Forest (State)",1503.06800479149,6517.90145820379
"ZW",2002-08-15,"Mixed (Communal)",1755.59235584195,14490.7382531762
"ZW",2002-08-15,"Mixed (Private)",2885.80229813681,1015.23624658585
"ZW",2002-08-15,"Wildlife (Communal)",2720.38140421689,18130.87394768
"ZW",2002-08-15,"Wildlife (Private)",64.2702543464646,552.929152369499
"ZW",2002-08-15,"Wildlife (State)",10407.2959183416,124241.06662035
"ZW",2002-09-15,"Forest (State)",1503.06800479149,6262.074696064
"ZW",2002-09-15,"Mixed (Communal)",1755.59235584195,14577.1062614322
"ZW",2002-09-15,"Mixed (Private)",2885.80229813681,920.452763438225
"ZW",2002-09-15,"Wildlife (Communal)",2720.38140421689,18147.7931967378
"ZW",2002-09-15,"Wildlife (Private)",64.2702543464646,498.509839594364
"ZW",2002-09-15,"Wildlife (State)",10407.2959183416,105987.188192129
"ZW",2002-10-15,"Forest (State)",1503.06800479149,6058.24600070715
"ZW",2002-10-15,"Mixed (Communal)",1755.59235584195,13229.4980615973
"ZW",2002-10-15,"Mixed (Private)",2885.80229813681,857.263753414154
"ZW",2002-10-15,"Wildlife (Communal)",2720.38140421689,16565.0275735259
"ZW",2002-10-15,"Wildlife (Private)",64.2702543464646,489.179119229317
"ZW",2002-10-15,"Wildlife (State)",10407.2959183416,97187.0314744115
"ZW",2002-11-15,"Forest (State)",1503.06800479149,7136.38592934608
"ZW",2002-11-15,"Mixed (Communal)",1755.59235584195,16388.3562964797
"ZW",2002-11-15,"Mixed (Private)",2885.80229813681,1141.61413908005
"ZW",2002-11-15,"Wildlife (Communal)",2720.38140421689,20022.9408993125
"ZW",2002-11-15,"Wildlife (Private)",64.2702543464646,590.015747785568
"ZW",2002-11-15,"Wildlife (State)",10407.2959183416,124071.401607454
"ZW",2002-12-15,"Forest (State)",1503.06800479149,12548.8760039806
"ZW",2002-12-15,"Mixed (Communal)",1755.59235584195,29387.2438813448
"ZW",2002-12-15,"Mixed (Private)",2885.80229813681,2121.04331612587
"ZW",2002-12-15,"Wildlife (Communal)",2720.38140421689,37463.1279993057
"ZW",2002-12-15,"Wildlife (Private)",64.2702543464646,1002.16141009331
"ZW",2002-12-15,"Wildlife (State)",10407.2959183416,227890.712079287
"ZW",2003-01-15,"Forest (State)",1503.06800479149,27357.9506936073
"ZW",2003-01-15,"Mixed (Communal)",1755.59235584195,62200.658860445
"ZW",2003-01-15,"Mixed (Private)",2885.80229813681,4174.68508958817
"ZW",2003-01-15,"Wildlife (Communal)",2720.38140421689,76581.5044691563
"ZW",2003-01-15,"Wildlife (Private)",64.2702543464646,1883.29331588745
"ZW",2003-01-15,"Wildlife (State)",10407.2959183416,442605.616746426
"ZW",2003-02-15,"Forest (State)",1503.06800479149,27016.7303473949
"ZW",2003-02-15,"Mixed (Communal)",1755.59235584195,66986.6040866375
"ZW",2003-02-15,"Mixed (Private)",2885.80229813681,3258.44498634338
"ZW",2003-02-15,"Wildlife (Communal)",2720.38140421689,76716.0611619949
"ZW",2003-02-15,"Wildlife (Private)",64.2702543464646,1375.36023736
"ZW",2003-02-15,"Wildlife (State)",10407.2959183416,361688.824536324
"ZW",2003-03-15,"Forest (State)",1503.06800479149,19726.4645662308
"ZW",2003-03-15,"Mixed (Communal)",1755.59235584195,50287.7072668076
"ZW",2003-03-15,"Mixed (Private)",2885.80229813681,2689.7442150116
"ZW",2003-03-15,"Wildlife (Communal)",2720.38140421689,60005.8540798426
"ZW",2003-03-15,"Wildlife (Private)",64.2702543464646,1196.09841918945
"ZW",2003-03-15,"Wildlife (State)",10407.2959183416,311588.94206214
"ZW",2003-04-15,"Forest (State)",1503.06800479149,11561.5333864689
"ZW",2003-04-15,"Mixed (Communal)",1755.59235584195,25612.2045235634
"ZW",2003-04-15,"Mixed (Private)",2885.80229813681,1805.09845733643
"ZW",2003-04-15,"Wildlife (Communal)",2720.38140421689,32727.7934763432
"ZW",2003-04-15,"Wildlife (Private)",64.2702543464646,953.618124008179
"ZW",2003-04-15,"Wildlife (State)",10407.2959183416,206723.290412426
"ZW",2003-05-15,"Forest (State)",1503.06800479149,8890.05694162846
"ZW",2003-05-15,"Mixed (Communal)",1755.59235584195,20205.8268756866
"ZW",2003-05-15,"Mixed (Private)",2885.80229813681,1457.55899786949
"ZW",2003-05-15,"Wildlife (Communal)",2720.38140421689,25621.8976480961
"ZW",2003-05-15,"Wildlife (Private)",64.2702543464646,745.537390708923
"ZW",2003-05-15,"Wildlife (State)",10407.2959183416,167084.846856117
"ZW",2003-06-15,"Forest (State)",1503.06800479149,8748.76761460304
"ZW",2003-06-15,"Mixed (Communal)",1755.59235584195,19729.8719853759
"ZW",2003-06-15,"Mixed (Private)",2885.80229813681,1267.99215912819
"ZW",2003-06-15,"Wildlife (Communal)",2720.38140421689,24740.9133165479
"ZW",2003-06-15,"Wildlife (Private)",64.2702543464646,676.177186489105
"ZW",2003-06-15,"Wildlife (State)",10407.2959183416,146647.286839724
"ZW",2003-07-15,"Forest (State)",1503.06800479149,8775.9624350667
"ZW",2003-07-15,"Mixed (Communal)",1755.59235584195,19776.997769773
"ZW",2003-07-15,"Mixed (Private)",2885.80229813681,1141.61413908005
"ZW",2003-07-15,"Wildlife (Communal)",2720.38140421689,24377.4585579038
"ZW",2003-07-15,"Wildlife (Private)",64.2702543464646,614.55313873291
"ZW",2003-07-15,"Wildlife (State)",10407.2959183416,132493.487697721
"ZW",2003-08-15,"Forest (State)",1503.06800479149,6294.05305194855
"ZW",2003-08-15,"Mixed (Communal)",1755.59235584195,14027.7166137099
"ZW",2003-08-15,"Mixed (Private)",2885.80229813681,952.047236561775
"ZW",2003-08-15,"Wildlife (Communal)",2720.38140421689,17703.9053649902
"ZW",2003-08-15,"Wildlife (Private)",64.2702543464646,521.452742040157
"ZW",2003-08-15,"Wildlife (State)",10407.2959183416,108019.806750178
"ZW",2003-09-15,"Forest (State)",1503.06800479149,1940.48035177588
"ZW",2003-09-15,"Mixed (Communal)",1755.59235584195,4490.46268098056
"ZW",2003-09-15,"Mixed (Private)",2885.80229813681,414.940938353539
"ZW",2003-09-15,"Wildlife (Communal)",2720.38140421689,5809.58469206095
"ZW",2003-09-15,"Wildlife (Private)",64.2702543464646,273.362214922905
"ZW",2003-09-15,"Wildlife (State)",10407.2959183416,49721.1261653602
"ZW",2003-10-15,"Forest (State)",1503.06800479149,4893.73824244738
"ZW",2003-10-15,"Mixed (Communal)",1755.59235584195,12887.125754714
"ZW",2003-10-15,"Mixed (Private)",2885.80229813681,730.885797142982
"ZW",2003-10-15,"Wildlife (Communal)",2720.38140421689,16255.7558850646
"ZW",2003-10-15,"Wildlife (Private)",64.2702543464646,467.299208939075
"ZW",2003-10-15,"Wildlife (State)",10407.2959183416,78760.1811038852
"ZW",2003-11-15,"Forest (State)",1503.06800479149,15618.7974489927
"ZW",2003-11-15,"Mixed (Communal)",1755.59235584195,36545.9646838903
"ZW",2003-11-15,"Mixed (Private)",2885.80229813681,1994.66529607773
"ZW",2003-11-15,"Wildlife (Communal)",2720.38140421689,43708.2362396717
"ZW",2003-11-15,"Wildlife (Private)",64.2702543464646,894.120090723038
"ZW",2003-11-15,"Wildlife (State)",10407.2959183416,224605.359504938
"ZW",2003-12-15,"Forest (State)",1503.06800479149,18465.5790156126
"ZW",2003-12-15,"Mixed (Communal)",1755.59235584195,41859.508284688
"ZW",2003-12-15,"Mixed (Private)",2885.80229813681,2405.39357423782
"ZW",2003-12-15,"Wildlife (Communal)",2720.38140421689,51949.6728775501
"ZW",2003-12-15,"Wildlife (Private)",64.2702543464646,1218.24410700798
"ZW",2003-12-15,"Wildlife (State)",10407.2959183416,239284.039592981
"ZW",2004-01-15,"Forest (State)",1503.06800479149,22752.8918638229
"ZW",2004-01-15,"Mixed (Communal)",1755.59235584195,53255.314237833
"ZW",2004-01-15,"Mixed (Private)",2885.80229813681,3226.85038566589
"ZW",2004-01-15,"Wildlife (Communal)",2720.38140421689,67964.7713634968
"ZW",2004-01-15,"Wildlife (Private)",64.2702543464646,1664.55319809914
"ZW",2004-01-15,"Wildlife (State)",10407.2959183416,394117.406665802
"ZW",2004-02-15,"Forest (State)",1503.06800479149,11378.5215786695
"ZW",2004-02-15,"Mixed (Communal)",1755.59235584195,26191.5359745026
"ZW",2004-02-15,"Mixed (Private)",2885.80229813681,1647.12596416473
"ZW",2004-02-15,"Wildlife (Communal)",2720.38140421689,31471.9569827318
"ZW",2004-02-15,"Wildlife (Private)",64.2702543464646,884.789385437965
"ZW",2004-02-15,"Wildlife (State)",10407.2959183416,216608.880785704
"ZW",2004-03-15,"Forest (State)",1503.06800479149,13625.7757136822
"ZW",2004-03-15,"Mixed (Communal)",1755.59235584195,31286.6337572336
"ZW",2004-03-15,"Mixed (Private)",2885.80229813681,1805.09845733643
"ZW",2004-03-15,"Wildlife (Communal)",2720.38140421689,38205.4804309607
"ZW",2004-03-15,"Wildlife (Private)",64.2702543464646,884.25788962841
"ZW",2004-03-15,"Wildlife (State)",10407.2959183416,254455.831212997
